,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
2569,6,2012-05-15,72,60,66,-9,62,63,0, 1,0537,1917,Not_MO,0.0,0.60,29.53,30.05, 2.3,10,2.8
2570,7,2012-05-15,86,57,72,M,53,61,0, 7,-,-,MO,0.0,  T,28.66,30.03, 3.9,18,5.1
2571,8,2012-05-15,70,63,M,M,61,63,M,M,-,-,Not_MO,M,1.64,29.70,M, 0.2,34,2.3
2572,9,2012-05-15,74,54,64,M,39,52,1, 0,-,-,MO,M,0.00,29.20,29.93,10.4,33,11.3
2573,10,2012-05-15,83,69,76,M,67,70,0,11,0533,1913,Not_MO,M,0.26,29.95,29.98, 3.1,19,5.4
2574,11,2012-05-15,87,64,76, 3,M,M,0,11,0533,1913,Not_MO,  T,0.49,29.93,M,M,M,3.8
2575,12,2012-05-15,85,65,75,M,68,70,0,10,-,-,Not_MO,0.0,0.95,29.93,29.98, 2.5,16,4.3
2576,13,2012-05-15,79,41,60,M,23,44,5, 0,-,-,MO,M,0.00,24.38,30.08, 4.1,16,7.2
2577,14,2012-05-15,84,58,71, 3,55,61,0, 6,0526,1927,MO,0.0,0.00,28.66,30.03, 3.1,19,5.0
2578,15,2012-05-15,72,55,64, 8,56,59,1, 0,0423,1902,Not_MO,0.0,0.56,29.72,30.08, 5.9,16,6.4
2579,16,2012-05-15,69,55,62,M,56,58,3, 0,-,-,Not_MO,M,0.43,29.99,30.08, 7.7,14,8.3
2580,17,2012-05-15,86,52,69,M,50,58,0, 4,-,-,Not_MO,0.0,0.00,29.38,30.07, 0.4,15,0.9
2581,18,2012-05-15,86,65,76, 2,52,62,0,11,0529,1919,MO,0.0,0.00,29.52,30.03, 3.1,05,5.6
2582,19,2012-05-15,85,48,67,11,44,55,0, 2,0429,1907,Not_MO,0.0,0.07,29.15,29.88, 7.6,26,12.9
2583,20,2012-05-15,86,65,76,M,54,62,0,11,-,-,MO,0.0,0.00,29.32,30.02, 2.6,05,5.0
2584,1,2012-05-16,75,63,69,M,61,63,0, 4,-,-,Not_MO,M,0.01,29.73,29.89, 3.7,21,4.1
2585,2,2012-05-16,71,60,66, 9,60,61,0, 1,0426,1902,Not_MO,0.0,  T,28.82,29.89, 6.1,22,6.9
2586,3,2012-05-16,90,54,72, 3,54,62,0, 7,0517,1923,MO,0.0,0.00,29.28,29.99, 0.6,17,2.6
2587,4,2012-05-16,86,59,73,-4,59,64,0, 8,0537,1918,Not_MO,0.0,0.00,29.34,30.03, 0.6,10,1.7
2588,6,2012-05-16,85,55,70,-5,58,63,0, 5,0537,1917,Not_MO,0.0,0.00,29.49,30.02, 1.7,03,3.6
2589,7,2012-05-16,86,57,72,M,53,61,0, 7,-,-,MO,0.0,0.00,28.64,30.00, 5.1,17,5.9
2590,8,2012-05-16,82,61,M,M,58,63,M,M,-,-,Not_MO,M,0.00,29.68,M, 0.9,04,1.0
2591,9,2012-05-16,70,46,58,M,36,48,7, 0,-,-,MO,M,0.00,29.33,30.09, 0.7,14,3.6
2592,10,2012-05-16,79,71,75,M,67,70,0,10,0533,1913,Not_MO,M,0.09,29.93,29.96, 4.9,21,6.2
2593,11,2012-05-16,79,68,74, 1,M,M,0, 9,0532,1914,Not_MO,0.0,0.01,29.93,M,M,M,5.1
2594,12,2012-05-16,81,71,76,M,67,70,0,11,-,-,Not_MO,0.0,0.06,29.92,29.97, 4.1,23,5.3
2595,13,2012-05-16,83,53,68,M,29,48,0, 3,-,-,Not_MO,M,  T,24.24,29.88, 5.7,20,8.8
2596,14,2012-05-16,86,56,71, 3,55,61,0, 6,0526,1928,MO,0.0,0.00,28.64,30.00, 4.6,16,4.9
2597,15,2012-05-16,74,57,66,10,59,60,0, 1,0422,1903,Not_MO,0.0,0.48,29.50,29.87, 1.9,18,3.5
2598,16,2012-05-16,71,59,65,M,62,62,0, 0,-,-,Not_MO,M,0.24,29.76,29.86, 3.9,19,4.6
2599,17,2012-05-16,89,53,71,M,54,61,0, 6,-,-,MO,0.0,0.00,29.34,30.04, 1.0,19,2.1
2600,18,2012-05-16,88,65,77, 3,54,63,0,12,0528,1919,MO,0.0,0.00,29.49,30.00, 1.2,15,3.8
2601,19,2012-05-16,59,44,52,-4,36,45,13, 0,0428,1908,MO,0.0,0.00,29.36,30.11, 4.0,07,7.6
2602,20,2012-05-16,89,63,76,M,54,63,0,11,-,-,MO,0.0,0.00,29.29,30.00, 1.3,20,4.8
2603,1,2012-05-17,69,47,58,M,41,51,7, 0,-,-,MO,M,0.00,29.85,30.05, 6.1,30,7.5
2604,2,2012-05-17,67,47,57, 0,37,48,8, 0,0425,1903,MO,0.0,0.00,28.94,30.05, 7.9,31,8.8
2605,3,2012-05-17,90,59,75, 6,55,63,0,10,0516,1924,MO,0.0,0.00,29.20,29.92, 5.6,17,6.3
2606,4,2012-05-17,88,62,75,-2,57,64,0,10,0536,1919,MO,0.0,0.00,29.28,29.97, 1.4,18,2.7
2607,6,2012-05-17,88,56,72,-4,59,64,0, 7,0536,1918,Not_MO,0.0,0.00,29.44,29.96, 2.5,19,3.5
2608,7,2012-05-17,88,59,74,M,54,63,0, 9,-,-,MO,0.0,0.00,28.54,29.90,13.1,17,13.6
2609,8,2012-05-17,88,61,M,M,60,66,M,M,-,-,Not_MO,M,0.00,29.62,M, 2.1,16,2.1
2610,9,2012-05-17,84,54,69,M,42,55,0, 4,-,-,Not_MO,M,  T,29.09,29.86,14.8,16,15.1
2611,10,2012-05-17,82,69,76,M,66,69,0,11,0532,1914,Not_MO,M,0.47,29.88,29.91, 1.0,19,4.7
2612,11,2012-05-17,84,64,74, 0,M,M,0, 9,0532,1915,MO,0.0,0.16,29.87,M,M,M,4.2
2613,12,2012-05-17,84,66,75,M,65,68,0,10,-,-,Not_MO,0.0,0.10,29.87,29.91, 0.6,11,3.2
2614,13,2012-05-17,79,55,67,M,31,49,0, 2,-,-,MO,M,0.00,24.10,29.71, 3.5,22,8.2
2615,14,2012-05-17,87,57,72, 3,56,62,0, 7,0525,1929,MO,0.0,0.00,28.54,29.91, 9.4,17,9.9
2616,15,2012-05-17,67,40,54,-2,37,48,11, 0,0421,1904,MO,0.0,0.00,29.63,30.04, 7.2,31,7.8
2617,16,2012-05-17,67,44,56,M,42,51,9, 0,-,-,MO,M,0.00,29.88,30.01, 7.2,32,8.3
2618,17,2012-05-17,91,57,74,M,54,63,0, 9,-,-,Not_MO,0.0,0.00,29.26,29.96, 5.0,18,5.2
2619,18,2012-05-17,90,68,79, 4,55,64,0,14,0527,1920,MO,0.0,0.00,29.42,29.94, 4.8,16,5.8
2620,19,2012-05-17,64,44,54,-2,40,48,11, 0,0427,1909,MO,0.0,0.00,29.36,30.12, 5.6,14,6.1
2621,20,2012-05-17,90,69,80,M,54,64,0,15,-,-,MO,0.0,0.00,29.23,29.94, 3.7,17,6.4
2622,1,2012-05-18,72,43,58,M,40,50,7, 0,-,-,Not_MO,M,0.00,30.05,30.22, 1.8,12,4.1
2623,2,2012-05-18,70,47,59, 2,37,48,6, 0,0424,1904,MO,0.0,0.00,29.10,30.20, 1.4,15,5.2
2624,3,2012-05-18,88,64,76, 7,57,65,0,11,0515,1924,MO,0.0,0.00,29.11,29.83,15.0,17,15.3
2625,4,2012-05-18,87,63,75,-2,62,67,0,10,0536,1919,Not_MO,0.0,0.00,29.21,29.90, 4.6,16,5.7
2626,6,2012-05-18,88,58,73,-3,62,67,0, 8,0536,1919,Not_MO,0.0,0.00,29.38,29.90, 7.9,17,8.2
2627,7,2012-05-18,88,66,77,M,55,63,0,12,-,-,MO,0.0,0.00,28.43,29.78,19.8,17,20.1
2628,8,2012-05-18,88,63,M,M,63,67,M,M,-,-,Not_MO,M,0.00,29.57,M, 6.1,16,6.4
2629,9,2012-05-18,93,62,78,M,49,61,0,13,-,-,MO,M,0.00,29.01,29.76,12.4,17,13.0
2630,10,2012-05-18,82,67,75,M,64,68,0,10,0531,1915,Not_MO,M,0.05,29.91,29.94, 7.1,01,8.4
2631,11,2012-05-18,80,64,72,-2,M,M,0, 7,0531,1915,Not_MO,0.0,0.52,29.91,M,M,M,5.2
2632,12,2012-05-18,80,65,73,M,65,67,0, 8,-,-,Not_MO,0.0,0.04,29.90,29.95, 5.1,02,6.8
2633,13,2012-05-18,83,51,67,M,29,49,0, 2,-,-,MO,M,0.00,23.98,29.52, 4.1,20,9.5
2634,14,2012-05-18,87,62,75, 6,55,63,0,10,0524,1929,MO,0.0,0.00,28.44,29.79,16.2,17,16.4
2635,15,2012-05-18,74,36,55,-2,38,48,10, 0,0420,1905,MO,0.0,0.00,29.82,30.20, 0.8,15,1.7
2636,16,2012-05-18,63,40,52,M,41,48,13, 0,-,-,MO,M,0.00,30.08,30.19, 5.1,14,5.4
2637,17,2012-05-18,91,59,75,M,56,64,0,10,-,-,MO,0.0,0.00,29.18,29.87, 8.9,17,9.2
2638,18,2012-05-18,89,68,79, 4,56,65,0,14,0527,1921,MO,0.0,0.00,29.36,29.87,12.5,17,13.3
2639,19,2012-05-18,77,52,65, 8,43,53,0, 0,0426,1910,MO,0.0,0.00,29.27,30.02, 8.1,16,9.4
2640,20,2012-05-18,89,66,78,M,57,65,0,13,-,-,MO,0.0,0.00,29.16,29.87, 8.8,17,9.2
2641,1,2012-05-19,78,46,62,M,44,53,3, 0,-,-,MO,M,0.00,30.01,30.17, 1.2,09,2.4
2642,2,2012-05-19,77,49,63, 6,40,53,2, 0,0423,1905,MO,0.0,0.00,29.08,30.16, 0.7,33,6.7
2643,3,2012-05-19,89,70,80,10,55,65,0,15,0515,1925,Not_MO,0.0,  T,29.15,29.85,16.3,17,16.4
2644,4,2012-05-19,89,70,80, 3,65,69,0,15,0535,1920,Not_MO,0.0,0.00,29.24,29.90, 5.2,17,7.4
2645,6,2012-05-19,90,68,79, 3,65,69,0,14,0535,1919,Not_MO,0.0,0.00,29.40,29.90,10.7,17,11.1
2646,7,2012-05-19,87,69,78,M,60,66,0,13,-,-,MO,0.0,0.07,28.50,29.80,20.3,17,20.8
2647,8,2012-05-19,88,66,M,M,64,69,M,M,-,-,Not_MO,M,0.00,29.58,M, 6.4,16,6.8
2648,9,2012-05-19,88,65,77,M,58,65,0,12,-,-,Not_MO,M,0.63,29.02,29.77, 8.5,18,12.7
2649,10,2012-05-19,83,70,77,M,61,66,0,12,0531,1915,MO,M,0.00,29.96,30.00, 9.9,02,11.0
2650,11,2012-05-19,82,59,71,-3,M,M,0, 6,0530,1916,MO,0.0,0.00,29.96,M,M,M,8.3
2651,12,2012-05-19,81,64,73,M,62,66,0, 8,-,-,MO,0.0,0.00,29.96,30.01, 6.9,03,7.9
2652,13,2012-05-19,55,42,49,M,43,45,16, 0,-,-,Not_MO,M,0.32,24.29,30.00, 4.3,01,6.9
2653,14,2012-05-19,87,68,78, 9,60,66,0,13,0523,1930,Not_MO,0.0,0.02,28.50,29.81,17.7,17,18.9
2654,15,2012-05-19,82,41,62, 5,45,54,3, 0,0419,1906,MO,0.0,0.00,29.78,30.15, 0.5,27,2.1
2655,16,2012-05-19,68,42,55,M,43,50,10, 0,-,-,MO,M,0.00,30.04,30.15, 3.1,14,3.6
2656,17,2012-05-19,90,68,79,M,55,64,0,14,-,-,Not_MO,0.0,  T,29.23,29.89,10.9,17,11.0
2657,18,2012-05-19,89,68,79, 4,60,67,0,14,0526,1922,MO,0.0,0.00,29.40,29.90,15.4,17,15.7
2658,19,2012-05-19,84,54,69,12,53,61,0, 4,0425,1911,MO,0.0,0.00,29.26,30.00, 7.7,16,9.3
2659,20,2012-05-19,89,68,79,M,60,67,0,14,-,-,MO,0.0,0.00,29.21,29.89, 9.6,17,9.8
2660,1,2012-05-20,83,51,67,M,46,55,0, 2,-,-,MO,M,0.00,30.09,30.27, 2.5,14,2.7
2661,2,2012-05-20,80,58,69,11,45,56,0, 4,0422,1906,MO,0.0,0.00,29.15,30.26, 2.4,15,6.9
2662,3,2012-05-20,80,66,73, 3,60,66,0, 8,0514,1926,Not_MO,0.0,  T,29.36,30.04, 1.6,24,7.5
2663,4,2012-05-20,87,66,77,-1,62,68,0,12,0535,1921,Not_MO,0.0,0.00,29.38,30.03, 2.0,13,3.4
2664,6,2012-05-20,89,61,75,-1,63,67,0,10,0534,1920,Not_MO,0.0,0.00,29.54,30.03, 3.3,14,4.3
2665,7,2012-05-20,74,59,67,M,58,60,0, 2,-,-,Not_MO,0.0,0.31,28.77,30.09, 3.1,33,6.6
2666,8,2012-05-20,88,64,M,M,63,68,M,M,-,-,Not_MO,M,0.00,29.69,M, 2.6,14,3.1
2667,9,2012-05-20,65,48,57,M,50,53,8, 0,-,-,Not_MO,M,0.01,29.28,30.00,10.1,33,10.4
2668,10,2012-05-20,85,65,75,M,54,62,0,10,0530,1916,MO,M,0.00,29.97,29.99, 8.4,35,9.6
2669,11,2012-05-20,81,55,68,-7,M,M,0, 3,0530,1917,Not_MO,0.0,  T,29.96,M,M,M,6.8
2670,12,2012-05-20,82,56,69,M,55,61,0, 4,-,-,Not_MO,0.0,  T,29.96,30.00, 6.3,34,6.9
2671,13,2012-05-20,73,40,57,M,39,48,8, 0,-,-,MO,M,0.00,24.39,30.14, 7.7,16,8.7
2672,14,2012-05-20,73,59,66,-3,58,61,0, 1,0523,1931,Not_MO,0.0,0.65,28.75,30.09, 3.9,33,8.5
2673,15,2012-05-20,85,47,66, 8,48,57,0, 1,0418,1907,MO,0.0,0.00,29.85,30.24, 2.0,16,3.2
2674,16,2012-05-20,72,47,60,M,45,52,5, 0,-,-,MO,M,0.00,30.11,30.24, 4.8,14,4.8
2675,17,2012-05-20,79,63,71,M,60,65,0, 6,-,-,Not_MO,0.0,  T,29.43,30.09, 1.1,16,3.7
2676,18,2012-05-20,88,71,80, 5,59,66,0,15,0526,1922,MO,0.0,0.00,29.55,30.05, 4.6,14,7.0
2677,19,2012-05-20,90,61,76,18,55,63,0,11,0424,1912,MO,0.0,  T,29.24,29.97, 8.5,22,11.3
2678,20,2012-05-20,89,68,79,M,59,66,0,14,-,-,MO,0.0,0.00,29.36,30.04, 4.2,13,5.6
2679,1,2012-05-21,73,49,61,M,54,57,4, 0,-,-,Not_MO,M,0.07,30.08,30.22, 4.3,07,5.1
2680,2,2012-05-21,67,53,60, 2,54,56,5, 0,0421,1907,Not_MO,0.0,0.09,29.13,30.20, 5.1,07,5.4
2681,3,2012-05-21,82,58,70, 0,51,60,0, 5,0513,1927,MO,0.0,0.01,29.42,30.13, 5.4,02,6.9
2682,4,2012-05-21,92,66,79, 1,62,68,0,14,0534,1921,Not_MO,0.0,0.00,29.39,30.06, 0.6,21,1.2
2683,6,2012-05-21,90,62,76,-1,63,68,0,11,0534,1921,Not_MO,0.0,0.00,29.54,30.06, 1.7,19,2.5
2684,7,2012-05-21,82,60,71,M,55,61,0, 6,-,-,Not_MO,0.0,0.53,28.77,30.14, 3.2,07,4.8
2685,8,2012-05-21,90,66,M,M,64,69,M,M,-,-,Not_MO,M,0.00,29.72,M, 1.2,20,1.6
2686,9,2012-05-21,75,45,60,M,43,52,5, 0,-,-,MO,M,0.00,29.40,30.16, 2.3,13,2.8
2687,10,2012-05-21,87,68,78,M,62,67,0,13,0530,1917,MO,M,0.00,29.93,29.95, 2.6,01,8.5
2688,11,2012-05-21,85,60,73,-2,M,M,0, 8,0529,1917,MO,0.0,0.00,29.92,M,M,M,6.6
2689,12,2012-05-21,84,66,75,M,64,68,0,10,-,-,MO,0.0,0.00,29.91,29.96, 3.2,35,7.1
2690,13,2012-05-21,83,49,66,M,36,51,0, 1,-,-,MO,M,0.00,24.32,29.99, 5.1,18,6.2
2691,14,2012-05-21,81,59,70, 1,57,62,0, 5,0522,1932,Not_MO,0.0,0.28,28.77,30.14, 4.2,06,5.3
2692,15,2012-05-21,78,47,63, 5,52,56,2, 0,0417,1908,Not_MO,0.0,  T,29.85,30.20, 4.4,13,4.5
2693,16,2012-05-21,65,46,56,M,54,55,9, 0,-,-,Not_MO,M,0.05,30.11,30.19, 3.5,10,4.1
2694,17,2012-05-21,83,57,70,M,51,60,0, 5,-,-,MO,0.0,0.01,29.48,30.17, 4.0,02,4.7
2695,18,2012-05-21,90,68,79, 4,59,67,0,14,0525,1923,MO,0.0,0.00,29.56,30.07, 2.7,03,4.1
2696,19,2012-05-21,63,51,57,-1,44,51,8, 0,0423,1913,MO,0.0,0.00,29.39,30.13, 7.9,01,9.8
2697,20,2012-05-21,90,63,77,M,59,67,0,12,-,-,MO,0.0,0.00,29.36,30.07, 2.2,03,3.6
2698,1,2012-05-22,65,58,62,M,59,60,3, 0,-,-,Not_MO,M,0.53,29.80,29.94, 6.6,05,6.7
2699,2,2012-05-22,62,57,60, 2,59,59,5, 0,0420,1908,Not_MO,0.0,0.65,28.85,29.92, 6.3,04,6.5
2700,3,2012-05-22,86,50,68,-2,48,58,0, 3,0513,1927,MO,0.0,0.00,29.19,29.94, 5.6,15,6.5
2701,4,2012-05-22,91,69,80, 2,62,68,0,15,0534,1922,MO,0.0,0.00,29.23,29.92, 1.6,19,3.7
2702,6,2012-05-22,91,65,78, 1,63,68,0,13,0533,1921,MO,0.0,0.00,29.39,29.92, 5.5,19,6.0
2703,7,2012-05-22,85,60,73,M,55,63,0, 8,-,-,MO,0.0,0.00,28.51,29.90,13.0,15,13.5
2704,8,2012-05-22,90,66,M,M,64,69,M,M,-,-,Not_MO,M,0.00,29.59,M, 4.2,20,4.5
2705,9,2012-05-22,85,55,70,M,45,57,0, 5,-,-,MO,M,0.00,29.06,29.85,12.1,16,12.5
2706,10,2012-05-22,90,71,81,M,62,68,0,16,0529,1917,Not_MO,M,  T,29.88,29.90, 7.5,20,8.3
2707,11,2012-05-22,90,65,78, 3,M,M,0,13,0529,1918,MO,0.0,0.00,29.86,M,M,M,5.1
2708,12,2012-05-22,90,65,78,M,62,68,0,13,-,-,MO,0.0,0.02,29.86,29.90, 4.3,21,5.8
2709,13,2012-05-22,90,56,73,M,28,51,0, 8,-,-,MO,M,0.00,24.05,29.61, 7.0,22,9.3
2710,14,2012-05-22,83,55,69,-1,57,63,0, 4,0522,1932,MO,0.0,0.00,28.52,29.91,10.3,15,10.7
2711,15,2012-05-22,67,57,62, 4,60,61,3, 0,0416,1909,Not_MO,0.0,0.32,29.58,29.94, 1.6,07,2.3
2712,16,2012-05-22,61,56,59,M,58,58,6, 0,-,-,Not_MO,M,0.56,29.82,29.90, 6.1,04,6.3
2713,17,2012-05-22,86,50,68,M,47,58,0, 3,-,-,MO,0.0,0.00,29.25,29.98, 4.5,16,5.0
2714,18,2012-05-22,94,69,82, 6,57,66,0,17,0524,1924,MO,0.0,0.00,29.38,29.91, 5.6,13,7.4
2715,19,2012-05-22,64,47,56,-2,41,49,9, 0,0422,1914,MO,0.0,0.00,29.27,30.04, 5.0,05,6.5
2716,20,2012-05-22,94,63,79,M,58,66,0,14,-,-,MO,0.0,0.00,29.18,29.91, 3.9,14,5.0
2717,1,2012-05-23,79,60,70,M,61,64,0, 5,-,-,Not_MO,M,0.01,29.77,29.96, 0.3,05,2.0
2718,2,2012-05-23,72,59,66, 7,61,62,0, 1,0420,1909,Not_MO,0.0,0.04,28.85,29.96, 1.4,25,4.8
2719,3,2012-05-23,92,69,81,10,57,65,0,16,0512,1928,MO,0.0,0.00,28.88,29.61,18.8,16,19.0
2720,4,2012-05-23,90,68,79, 1,67,71,0,14,0533,1922,MO,0.0,0.00,29.02,29.71, 8.0,17,9.0
2721,6,2012-05-23,91,63,77, 0,68,71,0,12,0533,1922,Not_MO,0.0,0.00,29.18,29.71,12.3,17,13.2
2722,7,2012-05-23,90,69,80,M,60,67,0,15,-,-,Not_MO,0.0,0.00,28.18,29.54,26.9,17,27.0
2723,8,2012-05-23,90,68,M,M,67,71,M,M,-,-,Not_MO,M,0.00,29.39,M, 9.7,17,9.8
2724,9,2012-05-23,88,65,77,M,52,61,0,12,-,-,Not_MO,M,0.32,28.76,29.54,11.9,16,15.0
2725,10,2012-05-23,93,69,81,M,64,70,0,16,0529,1918,Not_MO,M,  T,29.85,29.88, 4.2,16,7.6
2726,11,2012-05-23,91,63,77, 2,M,M,0,12,0528,1918,Not_MO,0.0,0.00,29.84,M,M,M,7.1
2727,12,2012-05-23,92,63,78,M,66,70,0,13,-,-,Not_MO,0.0,0.00,29.84,29.89, 2.9,17,6.5
2728,13,2012-05-23,69,48,59,M,40,48,6, 0,-,-,Not_MO,M,0.49,23.96,29.54, 5.2,03,7.3
2729,14,2012-05-23,88,67,78, 8,60,67,0,13,0521,1933,MO,0.0,0.00,28.19,29.56,20.9,16,21.0
2730,15,2012-05-23,79,61,70,12,61,64,0, 5,0415,1910,MO,0.0,0.00,29.54,29.94, 1.5,16,2.5
2731,16,2012-05-23,72,58,65,M,60,61,0, 0,-,-,Not_MO,M,0.01,29.80,29.93, 2.1,12,4.1
2732,17,2012-05-23,93,66,80,M,56,65,0,15,-,-,MO,0.0,0.00,28.94,29.66,13.8,17,13.8
2733,18,2012-05-23,92,74,83, 7,62,69,0,18,0524,1924,MO,0.0,0.00,29.13,29.67,16.8,17,17.0
2734,19,2012-05-23,71,45,58,-1,46,53,7, 0,0422,1915,MO,0.0,0.00,29.08,29.85, 7.9,15,8.6
2735,20,2012-05-23,91,71,81,M,63,69,0,16,-,-,MO,0.0,0.00,28.95,29.66,11.7,17,11.8
2736,1,2012-05-24,78,59,69,M,59,63,0, 4,-,-,MO,M,0.00,30.03,30.21, 4.2,12,4.6
2737,2,2012-05-24,75,58,67, 8,59,62,0, 2,0419,1910,Not_MO,0.0,0.00,29.09,30.19, 5.6,15,7.1
2738,3,2012-05-24,87,74,81, 9,65,70,0,16,0512,1929,MO,0.0,0.00,28.86,29.54,18.1,17,18.4
2739,4,2012-05-24,91,73,82, 3,69,72,0,17,0533,1923,MO,0.0,0.00,29.00,29.66, 8.1,17,9.1
2740,6,2012-05-24,93,73,83, 6,69,73,0,18,0533,1922,MO,0.0,0.00,29.15,29.66,14.1,17,14.3
2741,7,2012-05-24,90,73,82,M,66,71,0,17,-,-,Not_MO,0.0,  T,28.20,29.50,16.7,18,17.4
2742,8,2012-05-24,90,72,M,M,69,72,M,M,-,-,MO,M,0.00,29.34,M,11.2,17,11.5
2743,9,2012-05-24,66,55,61,M,57,59,4, 0,-,-,Not_MO,M,1.56,28.77,29.50, 4.8,31,7.7
2744,10,2012-05-24,91,76,84,M,69,73,0,19,0528,1919,MO,M,0.00,29.90,29.92, 6.8,11,7.9
2745,11,2012-05-24,88,70,79, 4,M,M,0,14,0528,1919,MO,0.0,0.00,29.88,M,M,M,6.6
2746,12,2012-05-24,88,71,80,M,70,73,0,15,-,-,MO,0.0,0.00,29.89,29.94, 5.0,11,5.8
2747,13,2012-05-24,66,43,55,M,34,45,10, 0,-,-,Not_MO,M,0.01,24.00,29.65, 3.2,07,8.3
2748,14,2012-05-24,90,72,81,10,67,71,0,16,0520,1934,MO,0.0,0.00,28.20,29.51,14.3,18,15.2
2749,15,2012-05-24,77,56,67, 8,60,62,0, 2,0415,1911,Not_MO,0.0,0.00,29.79,30.19, 4.5,12,4.8
2750,16,2012-05-24,71,57,64,M,59,61,1, 0,-,-,Not_MO,M,0.00,30.06,30.18, 6.8,14,6.9
2751,17,2012-05-24,89,73,81,M,65,70,0,16,-,-,MO,0.0,0.00,28.92,29.58,13.2,17,13.3
2752,18,2012-05-24,94,75,85, 9,67,72,0,20,0523,1925,MO,0.0,0.00,29.12,29.61,18.2,18,18.4
2753,19,2012-05-24,83,60,72,13,52,61,0, 7,0421,1916,MO,0.0,  T,28.92,29.66,15.0,17,16.1
2754,20,2012-05-24,93,75,84,M,67,72,0,19,-,-,MO,0.0,0.00,28.93,29.61,13.9,17,13.4
2755,1,2012-05-25,76,59,68,M,61,63,0, 3,-,-,Not_MO,M,  T,30.06,30.21, 2.4,17,4.6
2756,2,2012-05-25,73,58,66, 6,61,62,0, 1,0418,1910,Not_MO,0.0,0.01,29.13,30.20, 5.6,19,7.5
2757,3,2012-05-25,91,74,83,11,68,72,0,18,0511,1930,MO,0.0,0.00,29.11,29.78,15.3,16,15.7
2758,4,2012-05-25,92,73,83, 4,70,73,0,18,0532,1924,Not_MO,0.0,0.00,29.18,29.82, 9.1,16,10.0
2759,6,2012-05-25,93,73,83, 5,70,74,0,18,0532,1923,Not_MO,0.0,0.00,29.34,29.82,13.3,16,13.6
2760,7,2012-05-25,90,73,82,M,68,72,0,17,-,-,MO,0.0,0.00,28.41,29.71,21.4,16,21.6
2761,8,2012-05-25,90,73,M,M,70,74,M,M,-,-,Not_MO,M,0.00,29.51,M, 9.3,15,9.5
2762,9,2012-05-25,70,52,61,M,50,56,4, 0,-,-,MO,M,  T,29.26,29.97, 3.2,28,4.3
2763,10,2012-05-25,90,75,83,M,67,72,0,18,0528,1919,Not_MO,M,0.00,29.99,30.02, 7.1,03,8.1
2764,11,2012-05-25,88,67,78, 2,M,M,0,13,0528,1920,Not_MO,0.0,0.00,29.98,M,M,M,5.4
2765,12,2012-05-25,87,68,78,M,68,71,0,13,-,-,Not_MO,0.0,0.00,29.98,30.03, 4.7,04,5.0
2766,13,2012-05-25,73,49,61,M,42,50,4, 0,-,-,MO,M,0.00,24.06,29.71,11.5,16,14.1
2767,14,2012-05-25,88,72,80, 9,69,72,0,15,0520,1935,MO,0.0,0.00,28.43,29.73,17.4,16,17.5
2768,15,2012-05-25,72,58,65, 6,61,62,0, 0,0414,1912,Not_MO,0.0,0.01,29.82,30.18, 3.5,14,4.0
2769,16,2012-05-25,68,57,63,M,60,61,2, 0,-,-,Not_MO,M,0.00,30.09,30.18, 6.0,15,6.7
2770,17,2012-05-25,91,75,83,M,67,72,0,18,-,-,MO,0.0,0.00,29.18,29.82,11.3,16,11.5
2771,18,2012-05-25,95,74,85, 8,67,73,0,20,0523,1926,MO,0.0,0.00,29.34,29.81,17.7,17,18.0
2772,19,2012-05-25,76,61,69,10,50,58,0, 4,0420,1917,Not_MO,0.0,0.01,29.28,29.98, 3.2,27,7.8
2773,20,2012-05-25,94,73,84,M,68,73,0,19,-,-,MO,0.0,0.00,29.14,29.80,12.9,16,13.3
2774,1,2012-05-26,86,61,74,M,62,67,0, 9,-,-,MO,M,0.00,29.91,30.07, 5.1,23,5.8
2775,2,2012-05-26,82,66,74,14,62,66,0, 9,0417,1911,MO,0.0,0.00,29.02,30.10, 9.4,27,10.6
2776,3,2012-05-26,91,76,84,12,67,72,0,19,0510,1930,MO,0.0,0.00,29.20,29.89,14.4,17,14.5
2777,4,2012-05-26,92,74,83, 4,68,73,0,18,0532,1924,MO,0.0,0.00,29.28,29.94, 7.8,16,8.8
2778,6,2012-05-26,93,73,83, 5,69,73,0,18,0532,1924,MO,0.0,0.00,29.44,29.93,11.6,16,11.7
2779,7,2012-05-26,89,74,82,M,66,71,0,17,-,-,MO,0.0,0.00,28.53,29.85,20.0,17,20.5
2780,8,2012-05-26,91,73,M,M,69,73,M,M,-,-,MO,M,0.00,29.62,M, 8.0,16,8.2
2781,9,2012-05-26,65,60,63,M,58,60,2, 0,-,-,Not_MO,M,0.63,29.23,30.00, 6.1,09,6.9
2782,10,2012-05-26,94,72,83,M,65,71,0,18,0528,1920,Not_MO,M,0.00,30.00,30.02, 4.5,04,6.3
2783,11,2012-05-26,92,65,79, 3,M,M,0,14,0527,1920,Not_MO,0.0,0.00,29.99,M,M,M,5.6
2784,12,2012-05-26,92,66,79,M,65,70,0,14,-,-,Not_MO,0.0,0.00,29.99,30.03, 4.3,03,5.5
2785,13,2012-05-26,89,47,68,M,30,51,0, 3,-,-,Not_MO,M,0.00,23.95,29.51,15.4,20,17.3
