,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofweek,is_holiday
3979,12,2012-07-25,96,78,87,M,73,77,0,22,-,-,MO,0.0,0.00,29.93,29.97, 3.7,23,5.7,Wed,holiday
3980,13,2012-07-25,85,62,74,M,51,59,0, 9,-,-,MO,M,  T,24.29,29.88, 1.4,09,5.0,Wed,holiday
3981,14,2012-07-25,103,80,92, 9,64,73,0,27,0534,1940,MO,0.0,0.00,28.45,29.79,16.6,18,17.1,Wed,holiday
3982,15,2012-07-25,82,59,71, 0,51,59,0, 6,0429,1916,MO,0.0,0.00,29.41,29.79, 9.1,32,9.6,Wed,holiday
3983,16,2012-07-25,81,61,71,M,54,61,0, 6,-,-,MO,M,0.00,29.64,29.75, 7.5,32,7.5,Wed,holiday
3984,17,2012-07-25,105,82,94,M,66,74,0,29,-,-,MO,0.0,0.00,29.14,29.83,10.8,19,11.0,Wed,holiday
3985,18,2012-07-25,101,80,91, 4,68,75,0,26,0536,1932,MO,0.0,0.00,29.35,29.87,13.5,18,13.9,Wed,holiday
3986,19,2012-07-25,96,70,83,10,69,73,0,18,0435,1921,AN,0.0,0.24,28.96,29.70, 9.9,21,11.9,Wed,holiday
3987,20,2012-07-25,100,79,90,M,68,75,0,25,-,-,MO,0.0,0.00,29.16,29.87, 8.1,17,9.1,Wed,holiday
3988,1,2012-07-26,85,66,76,M,61,66,0,11,-,-,RA,M,  T,29.54,29.68, 1.4,20,4.7,Thi,holiday
3989,2,2012-07-26,81,66,74, 3,62,66,0, 9,0434,1914,"RA,BR",0.0,0.01,28.65,29.69, 8.7,24,9.2,Thi,holiday
3990,3,2012-07-26,99,80,90, 6,68,75,0,25,0526,1935,MO,0.0,0.06,29.13,29.80, 4.3,19,9.0,Thi,holiday
3991,4,2012-07-26,97,76,87, 1,71,75,0,22,0546,1930,MO,0.0,0.00,29.23,29.89, 5.6,18,7.4,Thi,holiday
3992,5,2012-07-26,M,M,M,M,M,M,M,M,0431,1911,MO,M,M,M,M,M,M,M,Thi,holiday
3993,6,2012-07-26,96,74,85, 1,72,75,0,20,0546,1929,MO,0.0,0.00,29.39,29.89, 9.3,17,9.8,Thi,holiday
3994,7,2012-07-26,100,81,91,M,64,72,0,26,-,-,MO,0.0,0.00,28.50,29.80, 8.4,21,9.1,Thi,holiday
3995,8,2012-07-26,95,75,M,M,72,75,M,M,-,-,MO,M,0.00,29.56,M, 7.5,18,8.3,Thi,holiday
3996,9,2012-07-26,85,65,75,M,60,66,0,10,-,-,MO,M,0.00,29.00,29.73, 9.7,29,10.4,Thi,holiday
3997,10,2012-07-26,98,81,90,M,73,77,0,25,0542,1925,MO,M,0.00,29.94,29.96, 8.1,22,9.1,Thi,holiday
3998,11,2012-07-26,96,74,85, 3,74,77,0,20,0541,1926,BR,0.0,0.00,29.92,29.96, 5.6,23,6.6,Thi,holiday
3999,12,2012-07-26,97,79,88,M,73,77,0,23,-,-,MO,0.0,0.00,29.92,29.97, 7.4,24,7.7,Thi,holiday
4000,13,2012-07-26,90,58,74,M,46,58,0, 9,-,-,MO,M,0.00,24.36,29.97, 0.6,07,5.9,Thi,holiday
4001,14,2012-07-26,101,79,90, 7,64,72,0,25,0534,1940,MO,0.0,0.00,28.50,29.81, 6.7,21,7.7,Thi,holiday
4002,15,2012-07-26,76,60,68,-3,60,63,0, 3,0430,1915,"RA,BR",0.0,0.60,29.33,29.68, 0.7,02,1.9,Thi,holiday
4003,16,2012-07-26,83,63,73,M,64,67,0, 8,-,-,RA,M,  T,29.57,29.65, 1.8,23,4.1,Thi,holiday
4004,17,2012-07-26,100,77,89,M,67,74,0,24,-,-,MO,0.0,0.00,29.18,29.84, 2.8,18,5.5,Thi,holiday
4005,18,2012-07-26,101,80,91, 4,69,75,0,26,0537,1931,MO,0.0,0.00,29.36,29.85, 8.3,20,9.0,Thi,holiday
4006,19,2012-07-26,85,69,77, 4,68,70,0,12,0436,1920,"TS,RA,RA",0.0,0.65,28.95,29.68, 0.9,20,5.5,Thi,holiday
4007,20,2012-07-26,101,79,90,M,69,75,0,25,-,-,MO,0.0,0.00,29.17,29.85, 5.7,18,7.2,Thi,holiday
4008,1,2012-07-27,77,67,72,M,65,67,0, 7,-,-,"RA,BR",M,0.02,29.59,29.79, 2.0,05,2.8,Fri,holiday
4009,2,2012-07-27,77,66,72, 1,67,68,0, 7,0435,1913,AN,0.0,0.02,28.70,29.79, 1.8,30,4.6,Fri,holiday
4010,3,2012-07-27,105,74,90, 6,65,74,0,25,0526,1934,MO,0.0,0.00,29.23,29.92, 5.4,18,6.6,Fri,holiday
4011,4,2012-07-27,97,77,87, 1,71,75,0,22,0546,1929,BR,0.0,0.00,29.32,29.97, 3.2,17,4.8,Fri,holiday
4012,5,2012-07-27,M,M,M,M,M,M,M,M,0432,1910,MO,M,M,M,M,M,M,M,Fri,holiday
4013,6,2012-07-27,96,74,85, 1,71,76,0,20,0546,1928,BR,0.0,0.00,29.48,29.97, 6.2,17,6.5,Fri,holiday
4014,7,2012-07-27,103,73,88,M,64,72,0,23,-,-,MO,0.0,0.00,28.63,29.93, 6.5,19,7.4,Fri,holiday
4015,8,2012-07-27,95,73,M,M,71,75,M,M,-,-,"BR,HZ",M,0.00,29.65,M, 4.7,17,4.8,Fri,holiday
4016,9,2012-07-27,79,63,71,M,60,64,0, 6,-,-,MO,M,0.00,29.26,29.98, 5.6,36,6.1,Fri,holiday
4017,10,2012-07-27,98,79,89,M,71,76,0,24,0542,1924,MO,M,0.00,29.98,30.01, 7.3,24,8.6,Fri,holiday
4018,11,2012-07-27,95,74,85, 3,73,76,0,20,0542,1925,BR,0.0,0.00,29.96,30.01, 5.7,24,6.3,Fri,holiday
4019,12,2012-07-27,97,78,88,M,72,76,0,23,-,-,MO,0.0,0.00,29.96,30.01, 6.6,25,7.2,Fri,holiday
4020,13,2012-07-27,90,61,76,M,50,59,0,11,-,-,"RA,TS",M,0.07,24.40,30.01, 5.9,20,9.6,Fri,holiday
4021,14,2012-07-27,102,71,87, 4,64,72,0,22,0535,1939,MO,0.0,0.00,28.62,29.93, 4.7,18,5.9,Fri,holiday
4022,15,2012-07-27,77,65,71, 0,65,66,0, 6,0431,1914,AN,0.0,0.04,29.38,29.78, 0.7,32,1.5,Fri,holiday
4023,16,2012-07-27,73,64,69,M,64,65,0, 4,-,-,"RA,BR",M,0.02,29.62,29.76, 2.0,03,3.1,Fri,holiday
4024,17,2012-07-27,105,73,89,M,63,72,0,24,-,-,MO,0.0,0.00,29.29,29.96, 2.7,18,3.9,Fri,holiday
4025,18,2012-07-27,99,81,90, 3,67,74,0,25,0538,1930,MO,0.0,0.00,29.47,29.96, 6.5,18,7.9,Fri,holiday
4026,19,2012-07-27,80,68,74, 1,65,68,0, 9,0437,1919,RA,0.0,0.36,29.16,29.86, 6.6,02,8.2,Fri,holiday
4027,20,2012-07-27,97,79,88,M,68,74,0,23,-,-,MO,0.0,0.00,29.28,29.96, 3.5,17,5.5,Fri,holiday
4028,1,2012-07-28,84,64,74,M,65,67,0, 9,-,-,AN,M,0.21,29.80,29.98, 4.6,06,5.2,Sat,holiday
4029,2,2012-07-28,82,64,73, 2,64,66,0, 8,0436,1912,"RA,BR",0.0,2.70,28.89,29.97, 3.6,06,5.1,Sat,holiday
4030,3,2012-07-28,108,79,94,10,61,73,0,29,0527,1933,MO,0.0,0.00,29.27,29.97, 3.8,18,5.1,Sat,holiday
4031,4,2012-07-28,99,73,86, 0,67,73,0,21,0547,1928,MO,0.0,0.00,29.38,30.04, 0.8,20,2.3,Sat,holiday
4032,5,2012-07-28,M,M,M,M,M,M,M,M,0433,1909,MO,M,M,M,M,M,M,M,Sat,holiday
4033,6,2012-07-28,98,70,84, 0,69,73,0,19,0547,1928,BR,0.0,0.00,29.53,30.04, 3.1,19,3.9,Sat,holiday
4034,7,2012-07-28,105,77,91,M,60,71,0,26,-,-,MO,0.0,0.00,28.66,29.99, 8.6,20,9.0,Sat,holiday
4035,8,2012-07-28,97,72,M,M,68,74,M,M,-,-,"BR,HZ",M,0.00,29.71,M, 2.8,16,3.6,Sat,holiday
4036,9,2012-07-28,84,62,73,M,62,67,0, 8,-,-,AN,M,0.04,29.31,30.06, 3.8,15,4.2,Sat,holiday
4037,10,2012-07-28,96,80,88,M,73,77,0,23,0543,1924,"TS,RA",M,0.32,30.01,30.03, 4.5,22,6.1,Sat,holiday
4038,11,2012-07-28,94,74,84, 2,74,76,0,19,0542,1924,BR,0.0,0.01,29.99,30.03, 3.4,24,4.8,Sat,holiday
4039,12,2012-07-28,95,77,86,M,73,77,0,21,-,-,AN,0.0,  T,29.99,30.04, 2.8,24,4.7,Sat,holiday
4040,13,2012-07-28,90,63,77,M,50,59,0,12,-,-,RA,M,  T,24.39,30.02, 5.8,24,11.1,Sat,holiday
4041,14,2012-07-28,104,74,89, 6,61,71,0,24,0536,1938,MO,0.0,0.00,28.66,29.99, 6.4,19,7.1,Sat,holiday
4042,15,2012-07-28,80,65,73, 2,66,67,0, 8,0432,1913,AN,0.0,0.04,29.59,29.97, 1.6,11,2.6,Sat,holiday
4043,16,2012-07-28,76,60,68,M,64,65,0, 3,-,-,"RA,BR",M,0.33,29.83,29.94, 3.5,11,4.8,Sat,holiday
4044,17,2012-07-28,110,74,92,M,61,71,0,27,-,-,MO,0.0,0.00,29.34,30.01, 2.5,16,3.3,Sat,holiday
4045,18,2012-07-28,104,82,93, 6,65,74,0,28,0538,1930,MO,0.0,0.00,29.51,30.01, 4.5,20,6.7,Sat,holiday
4046,19,2012-07-28,76,65,71,-2,64,66,0, 6,0438,1918,MO,0.0,0.00,29.36,30.09, 4.0,07,7.3,Sat,holiday
4047,20,2012-07-28,104,79,92,M,65,74,0,27,-,-,MO,0.0,0.00,29.32,30.01, 2.2,19,4.6,Sat,holiday
4048,1,2012-07-29,75,61,68,M,61,64,0, 3,-,-,"RA,BR",M,0.05,29.85,30.03, 5.6,04,6.2,Sun,holiday
4049,2,2012-07-29,72,60,66,-5,62,63,0, 1,0437,1911,"RA,BR",0.0,0.01,28.94,30.03, 5.0,04,5.4,Sun,holiday
4050,3,2012-07-29,108,86,97,13,58,72,0,32,0528,1932,MO,0.0,0.00,29.18,29.89, 9.0,21,10.1,Sun,holiday
4051,4,2012-07-29,100,74,87, 1,68,74,0,22,0548,1928,MO,0.0,0.00,29.33,30.00, 1.0,17,3.4,Sun,holiday
4052,5,2012-07-29,M,M,M,M,M,M,M,M,0434,1908,MO,M,M,M,M,M,M,M,Sun,holiday
4053,6,2012-07-29,99,70,85, 1,69,74,0,20,0547,1927,MO,0.0,0.00,29.49,30.00, 4.5,18,5.6,Sun,holiday
4054,7,2012-07-29,106,80,93,M,56,70,0,28,-,-,MO,0.0,0.00,28.59,29.93, 9.8,19,10.2,Sun,holiday
4055,8,2012-07-29,99,73,M,M,70,75,M,M,-,-,BR,M,0.00,29.67,M, 3.2,17,4.0,Sun,holiday
4056,9,2012-07-29,81,66,74,M,67,69,0, 9,-,-,"RA,BR",M,0.50,29.23,29.99, 5.4,15,5.8,Sun,holiday
4057,10,2012-07-29,95,80,88,M,73,77,0,23,0543,1923,"TS,RA,RA",M,0.01,29.99,30.00, 6.2,21,7.6,Sun,holiday
4058,11,2012-07-29,95,75,85, 3,74,76,0,20,0543,1924,MO,0.0,0.00,29.97,30.00, 6.4,23,6.9,Sun,holiday
4059,12,2012-07-29,97,78,88,M,73,77,0,23,-,-,RA,0.0,  T,29.97,30.01, 5.8,23,6.8,Sun,holiday
4060,13,2012-07-29,93,64,79,M,51,61,0,14,-,-,"RA,TS",M,0.03,24.34,29.94, 4.0,32,8.1,Sun,holiday
4061,14,2012-07-29,106,77,92, 9,57,69,0,27,0537,1937,MO,0.0,0.00,28.59,29.93, 7.8,20,8.6,Sun,holiday
4062,15,2012-07-29,74,57,66,-5,62,64,0, 1,0433,1912,AN,0.0,0.18,29.64,30.03, 2.1,04,2.8,Sun,holiday
4063,16,2012-07-29,73,60,67,M,62,64,0, 2,-,-,"RA,BR",M,0.04,29.88,29.99, 5.7,02,6.0,Sun,holiday
4064,17,2012-07-29,108,74,91,M,58,71,0,26,-,-,MO,0.0,0.00,29.25,29.94, 4.2,22,5.0,Sun,holiday
4065,18,2012-07-29,105,80,93, 6,59,71,0,28,0539,1929,MO,0.0,0.00,29.46,29.97, 4.4,21,5.7,Sun,holiday
4066,19,2012-07-29,81,65,73, 0,61,66,0, 8,0439,1917,MO,0.0,0.00,29.29,30.03, 6.4,19,7.5,Sun,holiday
4067,20,2012-07-29,105,80,93,M,60,71,0,28,-,-,MO,0.0,0.00,29.27,29.97, 3.2,21,5.6,Sun,holiday
4068,1,2012-07-30,86,58,72,M,60,65,0, 7,-,-,"RA,BR",M,  T,29.94,30.10, 2.6,20,4.1,Mon,holiday
4069,2,2012-07-30,80,57,69,-1,59,63,0, 4,0438,1910,MO,0.0,0.00,29.03,30.12, 6.3,22,7.1,Mon,holiday
4070,3,2012-07-30,109,88,99,15,56,71,0,34,0529,1931,MO,0.0,0.00,29.14,29.84, 9.0,20,10.3,Mon,holiday
4071,4,2012-07-30,99,74,87, 1,68,74,0,22,0548,1927,MO,0.0,0.00,29.29,29.95, 3.1,16,5.3,Mon,holiday
4072,5,2012-07-30,M,M,M,M,M,M,M,M,0435,1907,MO,M,M,M,M,M,M,M,Mon,holiday
4073,6,2012-07-30,98,70,84, 0,69,74,0,19,0548,1926,MO,0.0,0.00,29.44,29.95, 6.4,18,6.8,Mon,holiday
4074,7,2012-07-30,107,83,95,M,54,69,0,30,-,-,MO,0.0,0.00,28.55,29.87,10.9,20,11.6,Mon,holiday
4075,8,2012-07-30,97,72,M,M,69,75,M,M,-,-,MO,M,0.00,29.63,M, 5.8,19,6.1,Mon,holiday
4076,9,2012-07-30,89,67,78,M,65,70,0,13,-,-,MO,M,0.00,29.15,29.88, 4.7,30,8.1,Mon,holiday
4077,10,2012-07-30,92,77,85,M,73,75,0,20,0544,1923,"RA,TS",M,0.08,29.96,29.98, 8.0,21,9.2,Mon,holiday
4078,11,2012-07-30,90,71,81,-1,73,75,0,16,0543,1923,"RA,BR,TS",0.0,0.43,29.93,29.98, 5.6,22,7.7,Mon,holiday
4079,12,2012-07-30,93,75,84,M,73,75,0,19,-,-,"TS,TS,RA",0.0,0.73,29.93,29.98, 6.0,23,7.4,Mon,holiday
4080,13,2012-07-30,88,63,76,M,56,62,0,11,-,-,"RA,TS",M,0.04,24.40,30.02, 2.4,25,6.7,Mon,holiday
4081,14,2012-07-30,107,79,93,10,55,69,0,28,0537,1937,MO,0.0,0.00,28.55,29.88, 8.7,20,9.2,Mon,holiday
4082,15,2012-07-30,85,56,71, 0,61,65,0, 6,0434,1911,AN,0.0,0.00,29.70,30.08, 3.1,17,3.6,Mon,holiday
4083,16,2012-07-30,80,56,68,M,61,64,0, 3,-,-,BR,M,0.01,29.96,30.07, 3.7,17,4.9,Mon,holiday
4084,17,2012-07-30,111,80,96,M,55,70,0,31,-,-,MO,0.0,0.00,29.21,29.88, 6.2,21,6.5,Mon,holiday
4085,18,2012-07-30,104,82,93, 6,62,73,0,28,0540,1928,MO,0.0,0.00,29.41,29.92, 6.3,19,7.7,Mon,holiday
4086,19,2012-07-30,87,72,80, 7,66,71,0,15,0440,1916,AN,0.0,  T,29.16,29.90, 6.5,18,9.0,Mon,holiday
4087,20,2012-07-30,104,83,94,M,63,73,0,29,-,-,MO,0.0,0.00,29.23,29.92, 3.0,18,6.1,Mon,holiday
4088,1,2012-07-31,80,62,71,M,62,65,0, 6,-,-,"RA,BR",M,0.55,29.90,30.05, 1.9,11,5.2,Tue,holiday
4089,2,2012-07-31,76,60,68,-2,60,63,0, 3,0439,1909,BR,M,0.00,28.97,30.04, 2.9,14,5.9,Tue,holiday
4090,3,2012-07-31,112,88,100,16,58,72,0,35,0529,1931,MO,M,0.00,29.12,29.81, 9.0,19,10.5,Tue,holiday
4091,4,2012-07-31,101,75,88, 2,69,75,0,23,0549,1926,MO,M,0.00,29.28,29.94, 1.8,17,4.7,Tue,holiday
4092,5,2012-07-31,M,M,M,M,M,M,M,M,0436,1906,MO,M,M,M,M,M,M,M,Tue,holiday
4093,6,2012-07-31,99,72,86, 2,70,75,0,21,0549,1926,MO,M,0.00,29.44,29.93, 6.0,18,6.9,Tue,holiday
4094,7,2012-07-31,108,83,96,M,55,70,0,31,-,-,MO,M,0.00,28.52,29.84,10.1,19,11.1,Tue,holiday
4095,8,2012-07-31,M,M,M,M,69,M,M,M,-,-,"BR,HZ",M,M,M,M, 5.8,19,M,Tue,holiday
4096,9,2012-07-31,86,66,76,M,62,67,0,11,-,-,MO,M,0.00,29.21,29.96, 1.0,02,2.6,Tue,holiday
4097,10,2012-07-31,94,76,85,M,72,75,0,20,0545,1922,RA,M,0.01,29.94,29.96, 7.6,23,8.6,Tue,holiday
4098,11,2012-07-31,90,72,81,-1,74,75,0,16,0544,1922,"TS,RA,BR",M,  T,29.93,29.96, 6.1,22,7.0,Tue,holiday
4099,12,2012-07-31,93,75,84,M,72,75,0,19,-,-,"RA,BR",M,  T,29.93,29.97, 7.4,23,7.8,Tue,holiday
4100,13,2012-07-31,91,63,77,M,53,61,0,12,-,-,"TS,TS,RA",M,0.12,24.37,29.98,11.8,20,13.9,Tue,holiday
4101,14,2012-07-31,108,80,94,11,56,70,0,29,0538,1936,MO,0.0,0.00,28.52,29.85, 7.7,18,9.2,Tue,holiday
4102,15,2012-07-31,82,59,71, 1,61,64,0, 6,0435,1910,BR,M,0.00,29.67,30.03, 3.6,14,5.1,Tue,holiday
4103,16,2012-07-31,75,60,68,M,63,65,0, 3,-,-,"RA,BR",M,0.40,29.93,30.01, 3.0,11,5.9,Tue,holiday
4104,17,2012-07-31,112,82,97,M,57,71,0,32,-,-,MO,M,0.00,29.19,29.86, 6.3,20,6.6,Tue,holiday
4105,18,2012-07-31,106,82,94, 7,64,74,0,29,0540,1928,MO,M,0.00,29.39,29.90, 7.1,18,9.5,Tue,holiday
4106,19,2012-07-31,77,69,73, 0,66,68,0, 8,0441,1915,MO,0.0,0.42,29.20,29.92, 5.1,04,7.1,Tue,holiday
4107,20,2012-07-31,107,80,94,M,65,74,0,29,-,-,MO,M,0.00,29.20,29.90, 4.4,17,6.6,Tue,holiday
4108,1,2012-08-01,83,68,76,M,67,69,0,11,-,-,"RA,BR",M,0.31,29.73,29.89, 1.8,22,3.8,Wed,holiday
4109,2,2012-08-01,78,63,71, 1,66,68,0, 6,0440,1908,"RA,BR",0.0,0.16,28.84,29.90, 6.0,22,6.7,Wed,holiday
4110,3,2012-08-01,112,83,98,14,63,74,0,33,0530,1930,MO,0.0,0.00,29.05,29.74, 6.2,18,8.8,Wed,holiday
4111,4,2012-08-01,102,75,89, 3,67,74,0,24,0549,1926,MO,0.0,0.00,29.24,29.90, 2.7,18,5.6,Wed,holiday
4112,5,2012-08-01,M,M,M,M,M,M,M,M,0437,1905,MO,M,M,M,M,M,M,M,Wed,holiday
4113,6,2012-08-01,100,73,M,M,68,74,M,M,0549,1925,BR,0.0,0.00,29.40,29.90, 7.6,19,7.9,Wed,holiday
4114,7,2012-08-01,112,83,98,M,56,71,0,33,-,-,MO,0.0,0.00,28.45,29.77,11.9,19,11.7,Wed,holiday
4115,8,2012-08-01,99,77,M,M,69,75,M,M,-,-,HZ,M,0.00,29.59,M, 6.3,19,7.1,Wed,holiday
4116,9,2012-08-01,92,67,80,M,66,71,0,15,-,-,MO,M,  T,29.08,29.83, 6.4,23,9.3,Wed,holiday
4117,10,2012-08-01,94,77,M,M,73,76,M,M,0545,1921,"TS,RA",M,1.96,29.91,29.94, 6.8,24,7.1,Wed,holiday
4118,11,2012-08-01,93,74,84, 3,73,76,0,19,0545,1922,MO,0.0,0.00,29.90,29.94, 6.1,24,6.9,Wed,holiday
4119,12,2012-08-01,92,78,85,M,73,76,0,20,-,-,AN,0.0,0.04,29.90,29.94, 5.4,24,6.8,Wed,holiday
4120,13,2012-08-01,90,64,77,M,51,60,0,12,-,-,"RA,TS",M,0.35,24.34,29.95, 3.2,22,8.6,Wed,holiday
4121,14,2012-08-01,112,79,96,13,58,71,0,31,0539,1935,MO,0.0,0.00,28.45,29.78, 8.4,18,8.1,Wed,holiday
4122,15,2012-08-01,84,65,75, 5,66,68,0,10,0436,1909,"RA,BR",0.0,  T,29.50,29.86, 2.8,17,4.4,Wed,holiday
4123,16,2012-08-01,79,67,73,M,67,69,0, 8,-,-,"RA,BR",M,0.15,29.75,29.85, 2.9,17,6.1,Wed,holiday
4124,17,2012-08-01,114,78,96,M,61,73,0,31,-,-,MO,0.0,0.00,29.10,29.78, 2.0,18,6.1,Wed,holiday
4125,18,2012-08-01,107,83,95, 8,64,74,0,30,0541,1927,MO,0.0,0.00,29.34,29.85, 9.4,19,9.6,Wed,holiday
4126,19,2012-08-01,88,68,78, 5,65,69,0,13,0442,1914,MO,0.0,0.00,29.16,29.90, 5.5,21,6.1,Wed,holiday
4127,20,2012-08-01,106,82,94,M,65,74,0,29,-,-,MO,0.0,0.00,29.15,29.85, 4.9,19,6.8,Wed,holiday
4128,1,2012-08-02,90,69,80,M,69,72,0,15,-,-,"RA,BR,TS",M,  T,29.70,29.86, 1.9,18,3.7,Thi,holiday
4129,2,2012-08-02,85,67,76, 6,66,69,0,11,0441,1907,BR,0.0,0.00,28.80,29.88, 6.8,25,7.3,Thi,holiday
4130,3,2012-08-02,112,86,99,15,60,73,0,34,0531,1929,MO,0.0,0.00,28.98,29.68, 6.1,19,7.8,Thi,holiday
4131,4,2012-08-02,102,74,88, 2,68,74,0,23,0550,1925,MO,0.0,0.00,29.18,29.85, 3.8,17,6.2,Thi,holiday
4132,5,2012-08-02,M,M,M,M,M,M,M,M,0438,1904,MO,M,M,M,M,M,M,M,Thi,holiday
4133,6,2012-08-02,100,73,87, 3,69,74,0,22,0550,1924,MO,0.0,0.00,29.34,29.84, 8.9,18,9.5,Thi,holiday
4134,7,2012-08-02,111,85,98,M,54,70,0,33,-,-,MO,0.0,0.00,28.38,29.59,10.9,20,13.1,Thi,holiday
4135,8,2012-08-02,99,75,M,M,70,75,M,M,-,-,BR,M,0.00,29.52,M, 7.3,18,8.0,Thi,holiday
4136,9,2012-08-02,89,69,79,M,63,69,0,14,-,-,MO,M,0.00,29.10,29.84, 1.2,35,3.7,Thi,holiday
4137,10,2012-08-02,96,76,86,M,72,76,0,21,0546,1920,"RA,BR,TS",M,0.98,29.91,29.94, 5.8,21,6.5,Thi,holiday
4138,11,2012-08-02,95,73,84, 3,73,76,0,19,0545,1921,"RA,BR,TS",0.0,0.09,29.90,29.94, 3.7,23,5.5,Thi,holiday
4139,12,2012-08-02,96,75,86,M,73,77,0,21,-,-,AN,0.0,0.06,29.90,29.94, 4.2,23,5.9,Thi,holiday
4140,13,2012-08-02,86,60,73,M,47,58,0, 8,-,-,RA,M,  T,24.31,29.92, 6.8,25,9.9,Thi,holiday
4141,14,2012-08-02,112,82,97,14,55,70,0,32,0540,1934,MO,0.0,0.00,28.38,29.71,10.2,20,11.5,Thi,holiday
4142,15,2012-08-02,91,66,79, 9,66,70,0,14,0437,1908,BR,0.0,0.00,29.47,29.84, 1.3,28,2.6,Thi,holiday
4143,16,2012-08-02,84,68,76,M,69,71,0,11,-,-,BR,M,0.00,29.72,29.83, 2.6,16,3.6,Thi,holiday
4144,17,2012-08-02,114,78,96,M,58,72,0,31,-,-,MO,0.0,0.00,29.05,29.72, 1.9,20,3.6,Thi,holiday
4145,18,2012-08-02,107,83,95, 8,62,73,0,30,0542,1926,MO,0.0,0.00,29.28,29.79,10.6,19,11.6,Thi,holiday
4146,19,2012-08-02,89,72,81, 8,65,70,0,16,0443,1913,MO,0.0,0.00,29.11,29.85, 1.6,16,7.4,Thi,holiday
4147,20,2012-08-02,107,81,94,M,62,72,0,29,-,-,MO,0.0,0.00,29.10,29.79, 6.5,18,8.4,Thi,holiday
4148,1,2012-08-03,96,71,84,M,67,72,0,19,-,-,BR,M,0.00,29.80,29.98, 5.2,23,6.5,Fri,holiday
4149,2,2012-08-03,88,69,79, 9,67,71,0,14,0442,1906,BR,0.0,0.00,28.93,30.02, 8.5,24,8.8,Fri,holiday
4150,3,2012-08-03,107,82,95,11,64,74,0,30,0532,1928,MO,0.0,0.00,29.02,29.71, 9.5,16,10.4,Fri,holiday
4151,4,2012-08-03,101,75,88, 2,68,74,0,23,0551,1924,MO,0.0,0.00,29.19,29.85, 5.6,17,7.0,Fri,holiday
4152,5,2012-08-03,M,M,M,M,M,M,M,M,0439,1903,MO,M,M,M,M,M,M,M,Fri,holiday
4153,6,2012-08-03,99,71,85, 1,69,74,0,20,0550,1924,MO,0.0,0.00,29.34,29.84,10.6,17,10.9,Fri,holiday
4154,7,2012-08-03,112,85,99,M,55,70,0,34,-,-,MO,0.0,0.00,28.39,29.58,16.7,19,17.2,Fri,holiday
4155,8,2012-08-03,97,73,M,M,71,76,M,M,-,-,BR,M,0.00,29.53,M, 7.7,17,8.2,Fri,holiday
4156,9,2012-08-03,88,66,77,M,64,69,0,12,-,-,"RA,BR,TS",M,0.11,29.10,29.83, 6.3,13,6.5,Fri,holiday
4157,10,2012-08-03,94,75,85,M,71,75,0,20,0546,1920,MO,M,0.00,29.96,30.00, 4.5,15,6.0,Fri,holiday
4158,11,2012-08-03,91,70,81, 0,72,74,0,16,0546,1920,MO,0.0,0.00,29.96,30.00, 2.1,13,3.6,Fri,holiday
4159,12,2012-08-03,91,71,81,M,71,74,0,16,-,-,MO,0.0,0.00,29.95,30.01, 3.8,14,4.6,Fri,holiday
4160,13,2012-08-03,92,59,76,M,37,55,0,11,-,-,MO,M,0.00,24.24,29.81, 2.0,22,7.3,Fri,holiday
4161,14,2012-08-03,113,84,99,16,56,70,0,34,0540,1933,MO,0.0,0.00,28.40,29.70,15.0,19,15.7,Fri,holiday
4162,15,2012-08-03,91,62,77, 7,65,69,0,12,0438,1907,MO,0.0,0.00,29.58,29.97, 2.0,29,3.0,Fri,holiday
4163,16,2012-08-03,93,70,82,M,68,72,0,17,-,-,BR,M,0.00,29.83,29.95, 6.4,23,6.6,Fri,holiday
4164,17,2012-08-03,109,79,94,M,62,73,0,29,-,-,AN,0.0,  T,29.08,29.74, 6.2,16,8.1,Fri,holiday
4165,18,2012-08-03,105,82,94, 7,65,74,0,29,0542,1925,MO,0.0,0.00,29.31,29.80,12.1,19,12.7,Fri,holiday
4166,19,2012-08-03,85,71,78, 5,71,73,0,13,0444,1912,MO,0.0,0.00,29.16,29.89, 4.6,07,5.7,Fri,holiday
4167,20,2012-08-03,103,79,91,M,65,74,0,26,-,-,MO,0.0,0.00,29.11,29.80, 6.0,17,8.3,Fri,holiday
4168,1,2012-08-04,92,70,81,M,68,72,0,16,-,-,AN,M,  T,30.03,30.19, 2.5,07,3.2,Sat,holiday
4169,2,2012-08-04,89,71,80,10,69,72,0,15,0443,1905,BR,0.0,0.00,29.13,30.20, 5.3,22,7.4,Sat,holiday
4170,3,2012-08-04,109,78,94,10,66,75,0,29,0533,1927,RA,0.0,0.23,29.13,29.80, 7.5,19,10.9,Sat,holiday
4171,4,2012-08-04,100,76,88, 2,69,75,0,23,0551,1923,MO,0.0,0.00,29.26,29.92, 4.2,17,6.5,Sat,holiday
4172,5,2012-08-04,M,M,M,M,M,M,M,M,0440,1901,MO,M,M,M,M,M,M,M,Sat,holiday
4173,6,2012-08-04,99,74,87, 3,70,75,0,22,0551,1923,MO,0.0,0.00,29.42,29.91, 8.4,17,9.1,Sat,holiday
