,station_nbr,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
4201,14,99.0,77.0,88.0,63.0,71.0,0.0,23.0,moderate,0.0,0.0,28.74,30.06,9.2,3.0,10.6
4202,15,92.0,62.0,77.0,69.0,71.0,0.0,12.0,RA BR,0.0,0.53,29.7,30.04,6.0,17.0,6.4
4204,17,95.0,72.0,84.0,64.0,71.0,0.0,19.0,TSRA BR VCTS,0.0,0.19,29.42,30.1,5.0,2.0,5.7
4205,18,103.0,83.0,93.0,67.0,75.0,0.0,28.0,moderate,0.0,0.0,29.52,30.01,4.8,17.0,6.7
4206,19,80.0,64.0,72.0,55.0,63.0,0.0,7.0,moderate,0.0,0.0,29.32,30.03,8.1,30.0,8.5
4207,20,103.0,81.0,92.0,68.0,75.0,0.0,27.0,moderate,0.0,0.03,29.33,30.01,1.8,15.0,4.3
4209,2,78.0,63.0,71.0,59.0,65.0,0.0,6.0,moderate,0.0,0.0,28.9,29.99,8.5,29.0,9.4
4210,3,102.0,67.0,85.0,57.0,68.0,0.0,20.0,moderate,0.0,0.0,29.27,29.99,2.3,2.0,3.8
4213,6,97.0,70.0,84.0,68.0,73.0,0.0,19.0,moderate,0.0,0.0,29.49,30.0,1.6,15.0,3.2
4214,7,105.0,77.0,91.0,58.0,70.0,0.0,26.0,moderate,0.0,0.0,28.64,29.98,3.8,10.0,4.5
4218,11,91.0,75.0,83.0,75.0,77.0,0.0,18.0,moderate,0.0,0.19,30.03,30.05,4.0,12.0,5.2
4219,12,90.0,76.0,83.0,75.0,77.0,0.0,18.0,RA,0.0,0.04,30.03,30.06,4.9,15.0,5.2
4221,14,105.0,77.0,91.0,59.0,70.0,0.0,26.0,moderate,0.0,0.0,28.64,29.98,4.1,9.0,5.7
4224,17,102.0,71.0,87.0,59.0,68.0,0.0,22.0,moderate,0.0,0.0,29.33,30.03,2.0,2.0,2.5
4225,18,104.0,84.0,94.0,67.0,75.0,0.0,29.0,moderate,0.0,0.0,29.47,29.98,3.8,18.0,5.9
4226,19,85.0,60.0,73.0,52.0,61.0,0.0,8.0,moderate,0.0,0.0,29.31,30.06,5.0,25.0,6.0
4229,2,81.0,63.0,72.0,58.0,63.0,0.0,7.0,moderate,0.0,0.0,28.92,30.0,3.1,25.0,6.2
4230,3,107.0,74.0,91.0,60.0,71.0,0.0,26.0,moderate,0.0,0.0,29.18,29.88,2.1,8.0,4.6
4231,4,101.0,77.0,89.0,68.0,75.0,0.0,24.0,moderate,0.0,0.0,29.25,29.92,0.7,16.0,3.3
4233,6,100.0,72.0,86.0,69.0,74.0,0.0,21.0,moderate,0.0,0.0,29.41,29.92,3.3,16.0,4.1
4238,11,89.0,74.0,82.0,74.0,75.0,0.0,17.0,TS RA BR,0.0,0.15,29.96,30.01,2.0,20.0,4.2
4239,12,91.0,74.0,83.0,73.0,75.0,0.0,18.0,TS TSRA RA,0.0,0.51,29.96,30.01,2.9,19.0,4.2
4242,15,84.0,53.0,69.0,58.0,62.0,0.0,4.0,moderate,0.0,0.0,29.6,29.98,1.0,15.0,1.9
4244,17,106.0,71.0,89.0,60.0,70.0,0.0,24.0,moderate,0.0,0.0,29.23,29.92,1.3,4.0,3.3
4245,18,104.0,84.0,94.0,64.0,74.0,0.0,29.0,moderate,0.0,0.0,29.39,29.9,0.9,18.0,5.5
4246,19,91.0,66.0,79.0,61.0,67.0,0.0,14.0,moderate,0.0,0.0,29.2,29.93,0.6,27.0,7.9
4249,2,83.0,63.0,73.0,63.0,67.0,0.0,8.0,FG BR,0.0,0.0,28.92,29.99,6.2,25.0,7.3
4250,3,105.0,78.0,92.0,64.0,72.0,0.0,27.0,moderate,0.0,0.0,29.16,29.86,3.0,19.0,8.9
4251,4,101.0,76.0,89.0,67.0,74.0,0.0,24.0,moderate,0.0,0.0,29.26,29.92,1.2,17.0,3.6
4253,6,100.0,71.0,86.0,68.0,74.0,0.0,21.0,moderate,0.0,0.0,29.41,29.91,3.9,16.0,5.2
4254,7,100.0,75.0,88.0,62.0,71.0,0.0,23.0,moderate,0.0,0.0,28.58,29.91,2.4,32.0,6.2
4259,12,92.0,75.0,84.0,74.0,75.0,0.0,19.0,TSRA RA BR,0.0,0.92,29.98,30.01,3.0,22.0,3.9
4261,14,101.0,76.0,89.0,62.0,71.0,0.0,24.0,moderate,0.0,0.0,28.58,29.9,2.0,33.0,6.4
4262,15,88.0,55.0,72.0,58.0,64.0,0.0,7.0,BR,0.0,0.0,29.59,29.96,0.8,19.0,2.1
4264,17,105.0,77.0,91.0,62.0,71.0,0.0,26.0,moderate,0.0,0.0,29.23,29.91,3.6,17.0,5.8
4265,18,95.0,76.0,86.0,69.0,75.0,0.0,21.0,TS,0.0,0.16,29.42,29.92,2.9,13.0,6.3
4267,20,97.0,77.0,87.0,68.0,75.0,0.0,22.0,RA,0.0,0.22,29.23,29.91,2.6,10.0,5.1
4270,3,100.0,74.0,87.0,63.0,71.0,0.0,22.0,moderate,0.0,0.0,29.15,29.85,4.7,35.0,10.1
4271,4,103.0,77.0,90.0,68.0,74.0,0.0,25.0,moderate,0.0,0.0,29.23,29.9,1.4,20.0,4.0
4273,6,101.0,73.0,87.0,69.0,75.0,0.0,22.0,moderate,0.0,0.0,29.39,29.89,5.9,19.0,6.5
4274,7,103.0,75.0,89.0,57.0,68.0,0.0,24.0,moderate,0.0,0.0,28.56,29.88,5.8,35.0,11.8
4279,12,92.0,75.0,84.0,73.0,75.0,0.0,19.0,TSRA,0.0,0.01,29.94,29.98,5.1,20.0,6.5
4281,14,103.0,71.0,87.0,58.0,69.0,0.0,22.0,moderate,0.0,0.0,28.54,29.87,6.2,36.0,10.9
4282,15,88.0,60.0,74.0,65.0,68.0,0.0,9.0,BR,0.0,0.14,29.55,29.92,1.7,16.0,2.2
4284,17,100.0,72.0,86.0,62.0,70.0,0.0,21.0,moderate,0.0,0.0,29.21,29.89,3.4,2.0,7.9
4285,18,107.0,75.0,91.0,65.0,74.0,0.0,26.0,moderate,0.0,0.0,29.33,29.85,3.2,22.0,5.6
4286,19,71.0,62.0,67.0,60.0,63.0,0.0,2.0,RA BR,0.0,1.14,29.18,29.91,7.5,4.0,9.0
4287,20,107.0,75.0,91.0,66.0,74.0,0.0,26.0,moderate,0.0,0.0,29.15,29.85,3.5,22.0,5.1
4289,2,80.0,68.0,74.0,69.0,70.0,0.0,9.0,RA BR,0.0,1.55,28.81,29.88,5.7,18.0,8.0
4290,3,93.0,67.0,80.0,54.0,65.0,0.0,15.0,moderate,0.0,0.0,29.24,29.94,8.6,36.0,9.1
4291,4,107.0,77.0,92.0,69.0,75.0,0.0,27.0,RA VCTS,0.0,0.03,29.2,29.85,1.0,24.0,2.0
4294,7,95.0,66.0,81.0,53.0,64.0,0.0,16.0,moderate,0.0,0.0,28.63,29.96,8.1,2.0,8.7
4298,11,92.0,74.0,83.0,72.0,75.0,0.0,18.0,moderate,0.0,0.0,29.9,29.94,6.0,22.0,7.2
4301,14,95.0,72.0,84.0,53.0,65.0,0.0,19.0,moderate,0.0,0.0,28.62,29.95,10.4,3.0,11.3
4302,15,82.0,67.0,75.0,69.0,70.0,0.0,10.0,TSRA RA BR VCTS,0.0,2.5,29.51,29.87,2.2,13.0,4.9
4304,17,93.0,69.0,81.0,53.0,64.0,0.0,16.0,moderate,0.0,0.0,29.31,29.98,6.5,2.0,7.0
4305,18,100.0,80.0,90.0,60.0,70.0,0.0,25.0,moderate,0.0,0.0,29.36,29.87,6.0,1.0,7.3
4306,19,73.0,60.0,67.0,52.0,59.0,0.0,2.0,moderate,0.0,0.02,29.2,29.93,12.7,36.0,13.6
4307,20,100.0,76.0,88.0,60.0,70.0,0.0,23.0,moderate,0.0,0.0,29.17,29.86,5.1,35.0,7.8
4309,2,79.0,66.0,73.0,69.0,70.0,0.0,8.0,RA BR,0.0,0.51,28.82,29.9,4.7,20.0,5.8
4310,3,94.0,58.0,76.0,51.0,63.0,0.0,11.0,moderate,0.0,0.0,29.23,29.94,3.1,15.0,5.5
4311,4,103.0,74.0,89.0,65.0,73.0,0.0,24.0,moderate,0.0,0.0,29.21,29.86,0.5,17.0,2.8
4313,6,102.0,70.0,86.0,68.0,74.0,0.0,21.0,moderate,0.0,0.0,29.36,29.86,2.0,13.0,3.6
4314,7,96.0,68.0,82.0,47.0,62.0,0.0,17.0,moderate,0.0,0.0,28.58,29.92,7.8,14.0,8.9
4318,11,93.0,72.0,83.0,72.0,75.0,0.0,18.0,TS,0.0,0.0,29.91,29.95,4.3,23.0,6.5
4319,12,94.0,75.0,85.0,72.0,75.0,0.0,20.0,TS RA,0.0,0.91,29.91,29.95,3.8,20.0,5.1
4321,14,96.0,65.0,81.0,49.0,62.0,0.0,16.0,moderate,0.0,0.0,28.58,29.92,6.9,13.0,8.5
4322,15,81.0,66.0,74.0,68.0,69.0,0.0,9.0,RA FG BR,0.0,1.55,29.51,29.89,0.8,12.0,3.4
4324,17,93.0,60.0,77.0,50.0,62.0,0.0,12.0,moderate,0.0,0.0,29.29,29.98,2.8,12.0,3.9
4325,18,98.0,75.0,87.0,53.0,66.0,0.0,22.0,moderate,0.0,0.0,29.39,29.9,5.5,8.0,6.5
4326,19,76.0,56.0,66.0,53.0,59.0,0.0,1.0,moderate,0.0,0.0,29.23,29.97,5.7,36.0,7.7
4327,20,100.0,73.0,87.0,52.0,66.0,0.0,22.0,moderate,0.0,0.0,29.21,29.89,4.1,7.0,5.2
4329,2,80.0,68.0,74.0,69.0,70.0,0.0,9.0,RA BR,0.0,0.32,28.84,29.92,6.6,22.0,7.2
4333,6,100.0,74.0,87.0,68.0,74.0,0.0,22.0,moderate,0.0,0.0,29.41,29.89,7.2,18.0,7.6
4338,11,89.0,73.0,81.0,74.0,76.0,0.0,16.0,RA HZ,0.0,0.23,29.95,29.99,4.0,23.0,5.8
4339,12,91.0,76.0,84.0,73.0,75.0,0.0,19.0,TS TSRA,0.0,0.83,29.95,30.0,2.8,22.0,5.8
4342,15,83.0,66.0,75.0,69.0,70.0,0.0,10.0,RA FG+ FG BR,0.0,0.28,29.52,29.89,1.2,15.0,1.2
4345,18,104.0,77.0,91.0,64.0,73.0,0.0,26.0,TSRA,0.0,0.01,29.36,29.86,8.5,17.0,9.7
4346,19,78.0,61.0,70.0,51.0,59.0,0.0,5.0,moderate,0.0,0.0,29.24,29.98,5.2,25.0,5.6
4349,2,80.0,64.0,72.0,61.0,65.0,0.0,7.0,moderate,0.0,0.0,28.87,29.95,7.7,28.0,8.1
4350,3,90.0,67.0,79.0,58.0,66.0,0.0,14.0,moderate,0.0,0.0,29.26,29.96,7.7,36.0,8.7
4353,6,101.0,76.0,89.0,70.0,75.0,0.0,24.0,moderate,0.0,0.0,29.42,29.92,7.7,19.0,8.3
4354,7,93.0,66.0,80.0,52.0,63.0,0.0,15.0,moderate,0.0,0.0,28.65,29.97,6.3,1.0,7.6
4358,11,93.0,71.0,82.0,72.0,75.0,0.0,17.0,moderate,0.0,0.01,29.98,30.01,2.8,26.0,3.7
4359,12,93.0,76.0,85.0,74.0,76.0,0.0,20.0,TS,0.0,0.0,29.98,30.02,3.2,20.0,4.0
4361,14,94.0,69.0,82.0,52.0,64.0,0.0,17.0,moderate,0.0,0.0,28.64,29.97,6.7,1.0,7.9
4362,15,85.0,63.0,74.0,63.0,66.0,0.0,9.0,FG+ BR,0.0,0.0,29.54,29.91,1.2,27.0,2.5
4364,17,91.0,72.0,82.0,56.0,66.0,0.0,17.0,moderate,0.0,0.0,29.33,29.99,6.7,1.0,7.6
4365,18,104.0,83.0,94.0,58.0,70.0,0.0,29.0,moderate,0.0,0.0,29.41,29.91,2.6,8.0,6.6
4366,19,70.0,61.0,66.0,58.0,61.0,0.0,1.0,RA,0.0,0.05,29.21,29.96,1.3,24.0,2.7
4367,20,105.0,77.0,91.0,57.0,70.0,0.0,26.0,moderate,0.0,0.0,29.22,29.91,3.1,6.0,5.8
4370,3,84.0,67.0,76.0,59.0,65.0,0.0,11.0,RA,0.0,0.04,29.22,29.94,4.2,5.0,5.6
4371,4,102.0,78.0,90.0,67.0,74.0,0.0,25.0,moderate,0.0,0.0,29.21,29.88,3.6,18.0,5.9
4373,6,101.0,74.0,88.0,68.0,74.0,0.0,23.0,moderate,0.0,0.0,29.38,29.88,8.3,18.0,8.8
4374,7,89.0,70.0,80.0,57.0,65.0,0.0,15.0,VCTS,0.0,0.0,28.56,29.9,9.6,10.0,12.2
4378,11,92.0,68.0,80.0,71.0,74.0,0.0,15.0,BR,0.0,0.37,29.96,30.0,2.5,22.0,4.6
4379,12,93.0,72.0,83.0,72.0,75.0,0.0,18.0,moderate,0.0,0.0,29.96,30.0,2.1,18.0,4.1
4381,14,92.0,68.0,80.0,57.0,65.0,0.0,15.0,moderate,0.0,0.0,28.56,29.9,10.3,10.0,13.2
4382,15,83.0,58.0,71.0,63.0,66.0,0.0,6.0,moderate,0.0,0.0,29.55,29.92,1.9,22.0,2.0
4384,17,86.0,67.0,77.0,59.0,65.0,0.0,12.0,RA,0.0,0.05,29.28,29.97,3.6,6.0,4.8
4385,18,105.0,75.0,90.0,62.0,71.0,0.0,25.0,TSRA,0.0,0.57,29.35,29.86,4.2,11.0,10.1
4386,19,77.0,58.0,68.0,60.0,63.0,0.0,3.0,BR,0.0,0.0,29.17,29.91,1.8,13.0,5.2
4387,20,105.0,75.0,90.0,61.0,71.0,0.0,25.0,RA VCTS,0.0,0.01,29.16,29.86,3.1,14.0,7.5
4389,2,79.0,63.0,71.0,65.0,67.0,0.0,6.0,TSRA RA FG BR VCTS,0.0,2.27,28.84,29.9,2.8,23.0,4.4
4390,3,98.0,65.0,82.0,65.0,71.0,0.0,17.0,moderate,0.0,0.0,29.14,29.85,6.7,19.0,8.1
4391,4,102.0,78.0,90.0,67.0,74.0,0.0,25.0,moderate,0.0,0.0,29.21,29.86,6.5,17.0,7.7
4393,6,101.0,75.0,88.0,68.0,74.0,0.0,23.0,moderate,0.0,0.0,29.36,29.86,10.2,17.0,10.5
4394,7,99.0,71.0,85.0,64.0,71.0,0.0,20.0,moderate,0.0,0.0,28.51,29.83,12.5,18.0,13.0
4398,11,90.0,73.0,82.0,73.0,75.0,0.0,17.0,TSRA,0.0,0.01,29.96,30.0,2.5,25.0,3.6
4399,12,93.0,76.0,85.0,74.0,76.0,0.0,20.0,RA,0.0,0.2,29.95,30.0,3.6,24.0,5.1
4401,14,99.0,71.0,85.0,65.0,71.0,0.0,20.0,moderate,0.0,0.0,28.5,29.84,10.9,17.0,11.5
4402,15,83.0,65.0,74.0,65.0,68.0,0.0,9.0,RA BR,0.0,0.2,29.51,29.87,2.5,18.0,3.2
4404,17,99.0,65.0,82.0,64.0,71.0,0.0,17.0,moderate,0.0,0.0,29.2,29.89,6.5,19.0,6.7
4405,18,96.0,71.0,84.0,69.0,73.0,0.0,19.0,TS TSRA BR,0.0,2.35,29.36,29.87,6.4,14.0,9.3
4406,19,84.0,64.0,74.0,63.0,67.0,0.0,9.0,RA,0.0,0.01,29.15,29.89,4.3,17.0,6.4
4407,20,97.0,71.0,84.0,69.0,73.0,0.0,19.0,RA BR VCTS,0.0,0.8,29.16,29.87,4.7,13.0,7.2
4409,2,80.0,64.0,72.0,60.0,64.0,0.0,7.0,RA BR,0.0,0.77,28.79,29.86,7.5,30.0,8.1
4411,4,101.0,77.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.27,29.92,4.7,17.0,6.8
4413,6,100.0,76.0,88.0,70.0,75.0,0.0,23.0,moderate,0.0,0.0,29.42,29.92,8.6,17.0,9.3
4414,7,96.0,75.0,86.0,63.0,71.0,0.0,21.0,moderate,0.0,0.0,28.6,29.9,6.1,22.0,14.5
4418,11,93.0,71.0,82.0,73.0,75.0,0.0,17.0,TS,0.0,0.49,29.98,30.01,3.2,23.0,5.4
4419,12,94.0,72.0,83.0,73.0,75.0,0.0,18.0,TS TSRA BR,0.0,1.19,29.98,30.02,1.8,26.0,4.1
4421,14,96.0,76.0,86.0,63.0,71.0,0.0,21.0,moderate,0.0,0.0,28.59,29.91,5.6,21.0,12.1
4422,15,82.0,60.0,71.0,63.0,66.0,0.0,6.0,RA BR VCTS,0.0,0.77,29.46,29.83,2.7,33.0,3.5
4424,17,101.0,74.0,88.0,66.0,72.0,0.0,23.0,TS TSRA VCTS,0.0,0.34,29.28,29.93,2.9,22.0,6.5
4425,18,90.0,80.0,85.0,66.0,72.0,0.0,20.0,moderate,0.0,0.0,29.44,29.94,3.3,17.0,7.4
4426,19,76.0,63.0,70.0,59.0,64.0,0.0,5.0,TSRA RA BR,0.0,0.7,29.1,29.81,7.7,26.0,10.9
4427,20,92.0,79.0,86.0,68.0,73.0,0.0,21.0,moderate,0.0,0.0,29.24,29.93,1.6,12.0,6.7
4429,2,83.0,63.0,73.0,62.0,66.0,0.0,8.0,RA BR VCTS,0.0,0.38,28.77,29.84,7.8,24.0,9.0
4430,3,90.0,69.0,80.0,53.0,64.0,0.0,15.0,moderate,0.0,0.0,29.26,29.97,6.4,2.0,7.7
4431,4,102.0,78.0,90.0,69.0,75.0,0.0,25.0,moderate,0.0,0.0,29.23,29.91,3.1,18.0,5.4
4433,6,100.0,74.0,87.0,70.0,75.0,0.0,22.0,moderate,0.0,0.0,29.39,29.91,5.4,18.0,6.6
4434,7,90.0,66.0,78.0,51.0,62.0,0.0,13.0,moderate,0.0,0.0,28.63,29.97,7.1,4.0,8.4
4438,11,90.0,72.0,81.0,72.0,74.0,0.0,16.0,TS TSRA,0.0,0.19,29.93,29.96,3.7,22.0,5.2
4439,12,89.0,71.0,80.0,73.0,74.0,0.0,15.0,TSRA RA,0.0,0.36,29.93,29.97,4.1,22.0,4.7
4441,14,92.0,69.0,81.0,51.0,63.0,0.0,16.0,moderate,0.0,0.0,28.61,29.96,8.5,5.0,9.7
4442,15,87.0,55.0,71.0,62.0,65.0,0.0,6.0,TS RA BR,0.0,0.06,29.42,29.8,2.5,19.0,3.2
4444,17,90.0,69.0,80.0,53.0,63.0,0.0,15.0,moderate,0.0,0.0,29.31,30.0,5.1,2.0,6.0
4445,18,98.0,77.0,88.0,69.0,74.0,0.0,23.0,TS,0.0,0.0,29.4,29.91,4.9,13.0,6.9
4446,19,74.0,57.0,66.0,52.0,57.0,0.0,1.0,moderate,0.0,0.0,29.24,29.98,2.7,31.0,6.8
4447,20,101.0,76.0,89.0,68.0,74.0,0.0,24.0,VCTS,0.0,0.12,29.21,29.9,2.8,13.0,5.1
4449,2,75.0,61.0,68.0,57.0,61.0,0.0,3.0,RA,0.0,0.02,28.8,29.88,6.4,30.0,6.9
4450,3,77.0,67.0,72.0,65.0,67.0,0.0,7.0,TSRA RA BR,0.0,0.4,29.19,29.91,1.0,18.0,3.8
4451,4,89.0,71.0,80.0,71.0,74.0,0.0,15.0,TS TSRA RA BR VCTS,0.0,1.21,29.21,29.88,0.6,17.0,4.7
4453,6,92.0,72.0,82.0,72.0,75.0,0.0,17.0,TSRA BR,0.0,2.83,29.36,29.87,3.0,5.0,9.3
4454,7,79.0,65.0,72.0,60.0,65.0,0.0,7.0,TSRA RA BR VCTS,0.0,1.16,28.56,29.91,5.9,11.0,8.0
4458,11,91.0,73.0,82.0,73.0,76.0,0.0,17.0,moderate,0.0,0.0,29.86,29.91,5.7,24.0,6.3
4461,14,79.0,65.0,72.0,61.0,65.0,0.0,7.0,TSRA RA BR,0.0,1.27,28.56,29.91,6.2,10.0,9.2
4462,15,80.0,54.0,67.0,57.0,62.0,0.0,2.0,RA,0.0,0.05,29.47,29.86,2.7,29.0,3.5
4464,17,79.0,64.0,72.0,64.0,67.0,0.0,7.0,TSRA RA BR,0.0,0.26,29.26,29.95,1.0,15.0,2.7
4465,18,87.0,69.0,78.0,66.0,70.0,0.0,13.0,TSRA RA BR,0.0,1.33,29.39,29.89,6.5,12.0,9.5
4466,19,76.0,55.0,66.0,49.0,57.0,0.0,1.0,moderate,0.0,0.0,29.23,29.98,2.3,20.0,4.2
4467,20,87.0,68.0,78.0,67.0,70.0,0.0,13.0,RA BR,0.0,1.01,29.2,29.89,4.2,12.0,7.3
4469,2,72.0,60.0,66.0,52.0,58.0,0.0,1.0,moderate,0.0,0.0,28.87,29.95,3.6,33.0,5.2
4473,6,87.0,70.0,79.0,70.0,72.0,0.0,14.0,RA,0.0,0.03,29.39,29.9,3.3,7.0,5.3
4474,7,86.0,63.0,75.0,57.0,63.0,0.0,10.0,BR,0.0,0.01,28.61,29.94,6.4,34.0,8.2
4478,11,89.0,74.0,82.0,74.0,75.0,0.0,17.0,moderate,0.0,0.62,29.88,29.92,6.9,23.0,8.0
4479,12,91.0,74.0,83.0,73.0,75.0,0.0,18.0,TSRA RA BR,0.0,1.14,29.88,29.92,6.9,22.0,7.1
4481,14,87.0,61.0,74.0,57.0,64.0,0.0,9.0,BR,0.0,0.0,28.59,29.94,6.6,34.0,8.0
4482,15,76.0,49.0,63.0,53.0,58.0,2.0,0.0,moderate,0.0,0.0,29.57,29.94,0.3,17.0,1.4
4485,18,93.0,68.0,81.0,62.0,68.0,0.0,16.0,moderate,0.0,0.0,29.39,29.91,4.7,34.0,5.5
4486,19,75.0,58.0,67.0,54.0,59.0,0.0,2.0,RA,0.0,0.33,29.21,29.95,0.5,30.0,3.8
4487,20,93.0,67.0,80.0,63.0,69.0,0.0,15.0,BR,0.0,0.0,29.21,29.9,4.8,33.0,5.2
4489,2,76.0,59.0,68.0,54.0,60.0,0.0,3.0,moderate,0.0,0.0,28.84,29.91,2.7,25.0,4.2
4490,3,91.0,59.0,75.0,50.0,61.0,0.0,10.0,moderate,0.0,0.0,29.25,29.95,1.9,2.0,3.5
4491,4,96.0,71.0,84.0,63.0,71.0,0.0,19.0,moderate,0.0,0.0,29.23,29.9,0.9,36.0,3.3
4493,6,95.0,68.0,82.0,65.0,71.0,0.0,17.0,BR,0.0,0.0,29.39,29.9,3.8,3.0,5.5
4494,7,88.0,59.0,74.0,49.0,60.0,0.0,9.0,moderate,0.0,0.0,28.63,29.97,2.1,5.0,5.2
4498,11,89.0,72.0,81.0,73.0,74.0,0.0,16.0,TSRA RA BR,0.0,1.37,29.89,29.95,3.5,23.0,5.0
4499,12,89.0,72.0,81.0,73.0,74.0,0.0,16.0,TSRA RA BR,0.0,2.75,29.88,29.94,2.0,21.0,5.9
4502,15,78.0,52.0,65.0,55.0,59.0,0.0,0.0,BR,0.0,0.0,29.52,29.9,0.6,16.0,1.5
4505,18,91.0,69.0,80.0,58.0,67.0,0.0,15.0,moderate,0.0,0.0,29.43,29.93,3.3,4.0,5.5
4506,19,72.0,57.0,65.0,55.0,59.0,0.0,0.0,RA,0.0,0.22,29.23,29.97,1.3,12.0,3.8
4507,20,92.0,67.0,80.0,58.0,66.0,0.0,15.0,moderate,0.0,0.0,29.23,29.93,3.4,4.0,6.5
4509,2,77.0,63.0,70.0,55.0,61.0,0.0,5.0,moderate,0.0,0.0,28.92,30.02,6.4,29.0,7.2
4510,3,93.0,61.0,77.0,53.0,64.0,0.0,12.0,moderate,0.0,0.0,29.29,29.99,2.5,16.0,3.5
4514,7,89.0,66.0,78.0,58.0,65.0,0.0,13.0,moderate,0.0,0.0,28.67,30.01,4.6,21.0,5.9
4518,11,78.0,71.0,75.0,70.0,71.0,0.0,10.0,TSRA RA BR,0.0,0.35,29.98,30.01,3.2,22.0,4.0
4519,12,83.0,71.0,77.0,70.0,72.0,0.0,12.0,TSRA RA BR,0.0,0.46,29.96,30.01,2.5,23.0,3.7
4525,18,78.0,69.0,74.0,65.0,68.0,0.0,9.0,RA BR HZ,0.0,0.2,29.52,30.03,1.6,31.0,2.8
4526,19,77.0,56.0,67.0,52.0,59.0,0.0,2.0,moderate,0.0,0.0,29.32,30.06,2.6,18.0,5.4
4527,20,78.0,67.0,73.0,64.0,67.0,0.0,8.0,RA BR,0.0,0.3,29.33,30.02,2.2,32.0,3.1
4529,2,80.0,60.0,70.0,53.0,60.0,0.0,5.0,moderate,0.0,0.0,29.05,30.14,4.1,27.0,4.8
4530,3,94.0,66.0,80.0,55.0,66.0,0.0,15.0,moderate,0.0,0.0,29.31,30.02,7.0,19.0,7.7
4533,6,91.0,70.0,81.0,67.0,71.0,0.0,16.0,moderate,0.0,0.0,29.49,29.99,4.7,6.0,4.9
4534,7,89.0,63.0,76.0,56.0,65.0,0.0,11.0,BR,0.0,0.0,28.67,30.02,10.1,18.0,10.7
4539,12,84.0,71.0,78.0,71.0,73.0,0.0,13.0,RA,0.0,0.22,29.99,30.04,2.6,17.0,3.1
4542,15,82.0,50.0,66.0,53.0,58.0,0.0,1.0,moderate,0.0,0.0,29.74,30.12,1.1,22.0,2.1
4544,17,94.0,62.0,78.0,55.0,65.0,0.0,13.0,moderate,0.0,0.0,29.38,30.06,4.1,19.0,4.2
4545,18,90.0,65.0,78.0,59.0,67.0,0.0,13.0,BR,0.0,0.0,29.52,30.03,5.2,13.0,5.6
4546,19,81.0,58.0,70.0,53.0,61.0,0.0,5.0,moderate,0.0,0.0,29.31,30.06,6.6,21.0,8.0
4547,20,91.0,65.0,78.0,60.0,66.0,0.0,13.0,BR HZ,0.0,0.0,29.33,30.03,4.9,11.0,5.6
4549,2,82.0,63.0,73.0,60.0,64.0,0.0,8.0,moderate,0.0,0.0,29.05,30.14,7.4,25.0,7.8
4550,3,95.0,63.0,79.0,54.0,65.0,0.0,14.0,moderate,0.0,0.0,29.26,29.97,10.1,17.0,10.6
4551,4,94.0,72.0,83.0,67.0,72.0,0.0,18.0,moderate,0.0,0.0,29.28,29.95,1.9,12.0,3.2
4553,6,92.0,68.0,80.0,68.0,72.0,0.0,15.0,BCFG BR,0.0,0.0,29.44,29.95,3.0,11.0,3.7
4554,7,90.0,72.0,81.0,58.0,66.0,0.0,16.0,moderate,0.0,0.0,28.6,29.95,16.0,17.0,16.3
4562,15,87.0,51.0,69.0,58.0,62.0,0.0,4.0,BR,0.0,0.0,29.73,30.11,0.9,24.0,2.3
4564,17,94.0,62.0,78.0,55.0,64.0,0.0,13.0,moderate,0.0,0.0,29.33,30.02,6.2,18.0,6.3
4565,18,92.0,72.0,82.0,63.0,70.0,0.0,17.0,moderate,0.0,0.0,29.46,29.97,8.9,13.0,9.8
4567,20,94.0,70.0,82.0,63.0,70.0,0.0,17.0,moderate,0.0,0.0,29.26,29.97,7.8,13.0,8.4
4569,2,82.0,65.0,74.0,61.0,66.0,0.0,9.0,moderate,0.0,0.0,29.1,30.18,0.8,35.0,4.7
4571,4,97.0,74.0,86.0,69.0,74.0,0.0,21.0,moderate,0.0,0.0,29.19,29.86,3.1,14.0,5.5
4573,6,95.0,70.0,83.0,69.0,73.0,0.0,18.0,BR,0.0,0.0,29.34,29.86,6.1,16.0,6.3
4574,7,89.0,74.0,82.0,64.0,70.0,0.0,17.0,RA,0.0,0.01,28.48,29.83,15.3,16.0,15.8
4578,11,86.0,67.0,77.0,68.0,70.0,0.0,12.0,FG BR,0.0,0.0,30.02,30.06,2.4,5.0,4.0
4579,12,84.0,68.0,76.0,68.0,71.0,0.0,11.0,moderate,0.0,0.0,30.01,30.06,3.0,3.0,4.4
4582,15,85.0,55.0,70.0,60.0,64.0,0.0,5.0,BR,0.0,0.0,29.78,30.17,1.5,14.0,2.2
4585,18,93.0,74.0,84.0,68.0,73.0,0.0,19.0,moderate,0.0,0.0,29.35,29.87,10.3,15.0,10.9
4586,19,88.0,70.0,79.0,61.0,67.0,0.0,14.0,moderate,0.0,0.0,29.24,29.98,7.6,19.0,8.8
4589,2,78.0,64.0,71.0,60.0,64.0,0.0,6.0,FG+ BR,0.0,0.0,29.21,30.31,3.7,14.0,4.3
