,units
24417,38
24418,2
24419,32
24420,10
24421,15
24422,33
24423,1
24424,2
24425,35
24426,1
24427,31
24428,3
24429,25
24430,12
24431,14
24432,1
24433,36
24434,14
24435,57
24436,3
24437,28
24438,29
24439,7
24440,3
24441,13
24442,39
24443,1
24444,32
24445,1
24446,50
24447,3
24448,13
24449,19
24450,51
24451,7
24452,16
24453,20
24454,8
24455,37
24456,22
24457,1
24458,12
24459,17
24460,17
24461,3
24462,39
24463,21
24464,44
24465,2
24466,24
24467,42
24468,2
24469,19
24470,31
24471,30
24472,1
24473,11
24474,38
24475,48
24476,3
24477,20
24478,14
24479,26
24480,13
24481,11
24482,21
24483,2
24484,47
24485,1
24486,32
24487,1
24488,15
24489,2
24490,16
24491,17
24492,20
24493,13
24494,24
24495,1
24496,44
24497,1
24498,19
24499,3
24500,9
24501,46
24502,8
24503,12
24504,4
24505,32
24506,17
24507,1
24508,2
24509,6
24510,20
24511,22
24512,3
24513,27
24514,3
24515,18
24516,3
24517,44
24518,10
24519,29
24520,1
24521,22
24522,3
24523,1
24524,23
24525,2
24526,39
24527,14
24528,32
24529,24
24530,25
24531,22
24532,11
24533,47
24534,1
24535,28
24536,18
24537,39
24538,17
24539,17
24540,21
24541,6
24542,1
24543,55
24544,2
24545,17
24546,1
24547,11
24548,52
24549,22
24550,23
24551,7
24552,28
24553,33
24554,23
24555,14
24556,16
24557,31
24558,1
24559,23
24560,15
24561,46
24562,35
24563,23
24564,9
24565,46
24566,17
24567,19
24568,1
24569,9
24570,25
24571,1
24572,24
24573,1
24574,29
24575,1
24576,3
24577,38
24578,11
24579,34
24580,38
24581,10
24582,42
24583,47
24584,2
24585,26
24586,1
24587,10
24588,54
24589,15
24590,36
24591,2
24592,22
24593,8
24594,1
24595,31
24596,20
24597,12
24598,29
24599,37
24600,5
24601,30
24602,35
24603,29
24604,14
24605,25
24606,43
24607,17
24608,24
24609,1
24610,8
24611,19
24612,23
24613,9
24614,36
24615,27
24616,1
24617,9
24618,6
24619,23
24620,2
24621,48
24622,22
24623,13
24624,15
24625,12
24626,30
24627,1
24628,17
24629,12
24630,32
24631,19
24632,4
24633,8
24634,17
24635,21
24636,16
24637,9
24638,33
24639,17
24640,7
24641,38
24642,34
24643,4
24644,27
24645,12
24646,35
24647,38
24648,1
24649,33
24650,13
24651,37
24652,27
24653,37
24654,24
24655,1
24656,34
24657,2
24658,41
24659,2
24660,16
24661,19
24662,38
24663,1
24664,26
24665,12
24666,43
24667,2
24668,30
24669,10
24670,28
24671,16
24672,29
24673,1
24674,20
24675,1
24676,32
24677,8
24678,18
24679,12
24680,18
24681,27
24682,18
24683,5
24684,41
24685,3
24686,29
24687,13
24688,23
24689,11
24690,14
24691,24
24692,1
24693,36
24694,2
24695,23
24696,11
24697,11
24698,23
24699,5
24700,3
24701,33
24702,13
24703,54
24704,12
24705,30
24706,6
24707,43
24708,34
24709,2
24710,11
24711,28
24712,19
24713,18
24714,34
24715,5
24716,1
24717,50
24718,37
24719,25
24720,39
24721,15
24722,2
24723,1
24724,51
24725,14
24726,8
24727,11
24728,18
24729,1
24730,8
24731,25
24732,1
24733,33
24734,1
24735,15
24736,9
24737,39
24738,14
24739,13
24740,5
24741,43
24742,1
24743,19
24744,2
24745,11
24746,35
24747,13
24748,15
24749,2
24750,2
24751,21
24752,14
24753,31
24754,20
24755,13
24756,36
24757,1
24758,24
24759,6
24760,30
24761,5
24762,20
24763,30
24764,12
24765,33
24766,21
24767,11
24768,28
24769,22
24770,22
24771,31
24772,8
24773,2
24774,38
24775,29
24776,1
24777,24
24778,28
24779,22
24780,22
24781,2
24782,20
24783,14
24784,41
24785,23
24786,12
24787,13
24788,15
24789,16
24790,5
24791,1
24792,41
24793,1
24794,20
24795,10
24796,29
24797,10
24798,13
24799,2
24800,6
24801,2
24802,32
24803,14
24804,9
24805,19
24806,16
24807,24
24808,7
24809,31
24810,39
24811,22
24812,8
24813,47
24814,27
24815,27
24816,16
24817,6
24818,2
24819,25
24820,30
24821,8
24822,52
24823,18
24824,36
24825,20
24826,5
24827,32
24828,33
24829,27
24830,19
24831,19
24832,43
24833,1
24834,16
24835,59
24836,33
24837,1
24838,43
24839,21
24840,48
24841,29
24842,46
24843,2
24844,3
24845,2
24846,49
24847,3
24848,36
24849,9
24850,54
24851,23
24852,43
24853,20
24854,4
24855,1
24856,45
24857,25
24858,3
24859,17
24860,13
24861,21
24862,1
24863,17
24864,2
24865,48
24866,1
24867,22
24868,26
24869,1
24870,6
24871,33
24872,31
24873,5
24874,35
24875,1
24876,45
24877,17
24878,6
24879,9
24880,28
24881,4
24882,47
24883,26
24884,23
24885,10
24886,26
24887,17
24888,37
24889,17
24890,15
24891,41
24892,22
24893,36
24894,11
24895,14
24896,42
24897,26
24898,8
24899,29
24900,1
24901,33
24902,32
24903,4
24904,16
24905,15
24906,29
24907,2
24908,26
24909,8
24910,35
24911,36
24912,22
24913,15
24914,18
24915,35
24916,1
24917,33
24918,6
24919,27
24920,1
24921,35
24922,31
24923,13
24924,16
24925,38
24926,1
24927,6
24928,44
24929,29
24930,11
24931,16
24932,28
24933,2
24934,38
24935,4
24936,51
24937,19
24938,5
24939,28
24940,23
24941,24
24942,17
24943,17
24944,27
24945,31
24946,32
24947,13
24948,14
24949,19
24950,1
24951,5
24952,24
24953,46
24954,25
24955,15
24956,9
24957,22
24958,30
24959,2
24960,50
24961,3
24962,52
24963,31
24964,13
24965,26
24966,29
24967,29
24968,16
24969,36
24970,17
24971,10
24972,35
24973,14
24974,27
24975,23
24976,8
24977,27
24978,21
24979,8
24980,34
24981,6
24982,25
24983,3
24984,3
24985,41
24986,44
24987,15
24988,7
24989,39
24990,9
24991,21
24992,11
24993,47
24994,2
24995,47
24996,18
24997,5
24998,39
24999,23
25000,18
25001,1
25002,8
25003,1
25004,33
25005,28
25006,9
25007,46
25008,11
25009,25
25010,2
25011,14
25012,2
25013,40
25014,29
25015,9
25016,29
25017,27
25018,33
25019,27
25020,11
25021,53
25022,1
25023,47
25024,28
25025,13
25026,41
25027,8
25028,18
25029,2
25030,29
25031,13
25032,19
25033,14
25034,13
25035,28
25036,26
25037,3
25038,42
25039,43
25040,26
25041,9
25042,30
25043,9
25044,19
25045,17
25046,3
25047,1
25048,21
25049,24
25050,8
25051,10
25052,14
25053,17
25054,20
25055,26
25056,22
25057,30
25058,10
25059,27
25060,14
25061,33
25062,17
25063,17
25064,30
25065,27
25066,2
25067,12
25068,25
25069,17
25070,25
25071,4
25072,22
25073,4
25074,26
25075,39
25076,17
25077,20
25078,48
25079,1
25080,27
25081,53
25082,42
25083,1
25084,9
25085,18
25086,48
25087,1
25088,26
25089,14
25090,2
25091,33
25092,12
25093,39
25094,19
25095,42
25096,2
25097,24
25098,1
25099,34
25100,20
25101,9
25102,50
25103,16
25104,39
25105,24
25106,15
25107,43
25108,40
25109,25
25110,7
25111,12
25112,32
25113,23
25114,2
25115,35
25116,26
25117,3
25118,15
25119,2
25120,46
25121,2
25122,36
25123,38
25124,5
25125,50
25126,15
25127,2
25128,12
25129,44
25130,36
25131,37
25132,7
25133,14
25134,44
25135,20
25136,11
25137,1
25138,41
25139,7
25140,7
25141,43
25142,21
25143,8
25144,42
25145,2
25146,40
25147,20
25148,17
25149,17
25150,22
25151,9
25152,27
25153,38
25154,9
25155,35
25156,30
25157,25
25158,1
25159,9
25160,3
25161,38
25162,20
25163,13
25164,47
25165,1
25166,21
25167,16
25168,2
25169,29
25170,20
25171,5
25172,14
25173,33
25174,8
25175,1
25176,28
25177,23
25178,10
25179,26
25180,28
25181,10
25182,46
25183,39
25184,36
25185,13
25186,11
25187,31
25188,2
25189,15
25190,34
25191,5
25192,56
25193,2
25194,39
25195,16
25196,26
25197,28
25198,2
25199,10
25200,53
25201,4
25202,33
25203,12
25204,25
25205,13
25206,29
25207,2
25208,16
25209,10
25210,33
25211,25
25212,18
25213,4
25214,14
25215,22
25216,20
25217,28
25218,24
25219,8
25220,37
25221,1
25222,27
25223,32
25224,6
25225,11
25226,25
25227,21
25228,3
25229,40
25230,2
25231,41
25232,22
25233,15
25234,18
25235,31
25236,1
25237,30
25238,7
25239,40
25240,27
25241,11
25242,39
25243,16
25244,24
25245,22
25246,8
25247,28
25248,29
25249,31
25250,12
25251,19
25252,33
25253,29
25254,10
25255,55
25256,1
25257,50
25258,43
25259,7
25260,26
25261,27
25262,1
25263,9
25264,23
25265,10
25266,36
25267,26
25268,17
25269,7
25270,44
25271,42
25272,36
25273,13
25274,15
25275,1
25276,17
25277,11
25278,1
25279,37
25280,34
25281,12
25282,48
25283,16
25284,32
25285,1
25286,18
25287,10
25288,37
25289,35
25290,2
25291,16
25292,27
25293,19
25294,5
25295,36
25296,48
25297,21
25298,12
25299,21
25300,24
25301,2
25302,2
25303,31
25304,29
25305,14
25306,13
25307,36
25308,1
25309,2
25310,39
25311,37
25312,1
25313,29
25314,17
25315,16
25316,36
25317,14
25318,46
25319,2
25320,33
25321,12
25322,27
25323,44
25324,18
25325,12
25326,34
25327,19
25328,19
25329,4
25330,12
25331,17
25332,24
25333,1
25334,13
25335,1
25336,47
25337,33
25338,11
25339,10
25340,15
25341,5
25342,41
25343,1
25344,39
25345,27
25346,16
25347,26
25348,29
25349,1
25350,24
25351,7
25352,1
25353,52
25354,31
25355,1
25356,5
25357,21
25358,36
25359,26
25360,8
25361,45
25362,26
25363,7
25364,49
25365,18
25366,23
25367,4
25368,20
25369,4
25370,23
25371,14
25372,1
25373,6
25374,26
25375,16
25376,22
25377,7
25378,26
25379,12
25380,8
25381,5
25382,23
25383,2
25384,2
25385,28
25386,1
25387,33
25388,33
25389,9
25390,17
25391,28
25392,17
25393,3
25394,28
25395,32
25396,15
25397,28
25398,32
25399,1
25400,28
25401,6
25402,1
25403,39
25404,1
25405,23
25406,20
25407,4
25408,29
25409,2
25410,41
25411,1
25412,41
25413,44
25414,17
25415,24
25416,48
25417,33
25418,14
25419,4
25420,42
25421,28
25422,7
25423,16
25424,41
25425,2
25426,17
25427,44
25428,28
25429,31
25430,6
25431,44
25432,24
25433,38
25434,24
25435,6
25436,34
25437,1
25438,28
25439,27
25440,12
25441,12
25442,36
25443,3
25444,44
25445,29
25446,12
25447,46
25448,20
25449,36
25450,2
25451,28
25452,38
25453,1
25454,35
25455,34
25456,5
25457,16
25458,42
25459,18
25460,14
25461,40
25462,41
25463,29
25464,7
25465,20
25466,30
25467,22
25468,9
25469,40
25470,5
25471,27
25472,2
25473,24
25474,8
25475,36
25476,1
25477,41
25478,3
25479,38
25480,14
25481,17
25482,44
25483,5
25484,47
25485,31
25486,34
25487,15
25488,13
25489,28
25490,6
25491,57
25492,3
25493,37
25494,1
25495,14
25496,2
25497,36
25498,12
25499,32
25500,22
25501,4
25502,27
25503,2
25504,28
25505,10
25506,16
25507,21
25508,1
25509,16
25510,10
25511,29
25512,1
25513,19
25514,14
25515,46
25516,9
25517,30
25518,18
25519,10
25520,2
25521,31
25522,1
25523,29
25524,1
25525,16
25526,10
25527,31
25528,25
25529,18
25530,31
25531,1
25532,46
25533,1
25534,38
25535,3
25536,3
25537,20
25538,2
25539,28
25540,16
25541,41
25542,1
25543,18
25544,13
25545,26
25546,12
25547,26
25548,11
25549,32
25550,4
25551,39
25552,1
25553,20
25554,6
25555,24
25556,10
25557,20
25558,2
25559,9
25560,53
25561,31
25562,2
25563,11
25564,5
25565,5
25566,13
25567,21
25568,17
25569,3
25570,29
25571,2
25572,32
25573,1
25574,14
25575,8
25576,25
25577,14
25578,14
25579,13
25580,25
25581,2
25582,26
25583,1
25584,9
25585,19
25586,36
25587,1
25588,20
25589,4
25590,30
25591,47
25592,2
25593,15
25594,50
25595,18
25596,34
25597,25
25598,4
25599,36
25600,1
25601,34
25602,2
25603,37
25604,13
25605,36
25606,16
25607,37
25608,1
25609,32
25610,16
25611,49
25612,1
25613,14
25614,43
25615,21
25616,46
25617,21
25618,14
25619,53
25620,39
25621,2
25622,19
25623,11
25624,39
25625,43
25626,1
25627,39
25628,1
25629,30
25630,18
25631,37
25632,11
25633,44
25634,35
25635,38
25636,2
25637,24
25638,10
25639,23
25640,13
25641,36
25642,23
25643,12
25644,33
25645,1
25646,31
25647,19
25648,8
25649,42
25650,27
25651,15
25652,28
25653,47
25654,2
25655,26
25656,11
25657,9
25658,24
25659,16
25660,9
25661,22
25662,14
25663,11
25664,14
25665,20
25666,10
25667,19
25668,1
25669,12
25670,18
25671,16
25672,20
25673,2
25674,1
25675,19
25676,25
25677,17
25678,38
25679,16
25680,16
25681,20
25682,8
25683,43
25684,3
25685,31
25686,17
25687,49
25688,21
25689,7
25690,24
25691,2
25692,25
25693,2
25694,15
25695,17
25696,11
25697,43
25698,33
25699,22
25700,14
25701,14
25702,38
25703,35
25704,46
25705,35
25706,1
25707,23
25708,7
25709,38
25710,12
25711,29
25712,26
25713,11
25714,23
25715,20
25716,9
25717,11
25718,43
25719,30
25720,8
25721,39
25722,33
25723,1
25724,23
25725,2
25726,14
25727,14
25728,46
25729,40
25730,14
25731,49
25732,29
25733,14
25734,36
25735,32
25736,14
25737,41
25738,43
25739,4
25740,15
25741,17
25742,16
25743,31
25744,20
25745,12
25746,33
25747,1
25748,22
25749,10
25750,30
25751,10
25752,35
25753,17
25754,1
25755,56
25756,27
25757,3
25758,14
25759,1
25760,17
25761,28
25762,16
25763,34
25764,19
25765,38
25766,38
25767,1
25768,12
25769,15
25770,8
25771,28
25772,8
25773,27
25774,1
25775,16
25776,3
25777,14
25778,39
25779,11
25780,36
25781,8
25782,45
25783,47
25784,19
25785,3
25786,20
25787,15
25788,27
25789,4
25790,30
25791,15
25792,19
25793,32
25794,18
25795,35
25796,8
25797,45
25798,46
25799,2
25800,17
25801,2
25802,8
25803,27
25804,9
25805,26
25806,4
25807,26
25808,23
25809,1
25810,18
25811,10
25812,33
25813,4
25814,15
25815,8
25816,53
25817,29
25818,2
25819,7
25820,2
25821,10
25822,14
25823,16
25824,9
25825,31
25826,1
25827,14
25828,1
25829,5
25830,9
25831,20
25832,8
25833,29
25834,13
25835,12
25836,27
25837,10
25838,26
25839,28
25840,10
25841,37
25842,1
25843,24
25844,1
25845,18
25846,35
25847,18
25848,23
25849,41
25850,3
25851,40
25852,41
25853,2
25854,23
25855,21
25856,18
25857,28
25858,34
25859,18
25860,47
25861,46
25862,1
25863,17
25864,22
25865,52
25866,13
25867,15
25868,19
25869,20
25870,28
25871,1
25872,12
25873,7
25874,42
25875,8
25876,24
25877,20
25878,1
25879,26
25880,18
25881,9
25882,32
25883,12
25884,1
25885,40
25886,1
25887,22
25888,2
25889,12
25890,48
25891,14
25892,14
25893,17
25894,4
25895,29
25896,20
25897,1
25898,28
25899,7
25900,30
25901,13
25902,30
25903,7
25904,47
25905,39
25906,1
25907,2
25908,16
25909,1
25910,1
25911,22
25912,2
25913,3
25914,3
25915,23
25916,10
25917,19
25918,3
25919,1
25920,1
25921,17
25922,3
25923,4
25924,11
25925,3
25926,4
25927,26
25928,9
25929,3
25930,32
25931,7
25932,17
25933,4
25934,3
25935,4
25936,13
25937,75
25938,5
25939,54
25940,6
25941,8
25942,3
25943,2
25944,3
25945,15
25946,76
25947,4
25948,1
25949,17
25950,5
25951,40
25952,1
25953,21
25954,2
25955,3
25956,2
25957,27
25958,4
25959,2
25960,21
25961,7
25962,13
25963,80
25964,2
25965,1
25966,19
25967,2
25968,2
25969,5
25970,14
25971,2
25972,34
25973,1
25974,17
25975,6
25976,25
25977,3
25978,1
25979,36
25980,6
25981,5
25982,1
25983,22
25984,8
25985,60
25986,5
25987,14
25988,5
25989,1
25990,54
25991,1
25992,20
25993,77
25994,4
25995,21
25996,80
25997,9
25998,51
25999,26
26000,65
26001,2
26002,28
26003,51
26004,6
26005,2
26006,33
26007,1
26008,57
26009,19
26010,4
26011,1
26012,9
26013,53
26014,1
26015,29
26016,3
26017,48
26018,3
26019,16
26020,1
26021,56
26022,74
26023,2
26024,1
26025,15
26026,6
26027,1
26028,4
26029,1
26030,39
26031,11
26032,5
26033,2
26034,32
26035,4
26036,16
26037,1
26038,4
26039,3
26040,21
26041,4
26042,3
26043,18
26044,42
26045,66
26046,16
26047,2
26048,75
26049,3
26050,4
26051,60
26052,4
26053,20
26054,1
26055,2
26056,36
26057,69
26058,1
26059,32
26060,1
26061,3
26062,3
26063,19
26064,2
26065,1
26066,13
26067,45
26068,68
26069,6
26070,4
26071,51
26072,4
26073,22
26074,71
26075,11
26076,1
26077,1
26078,21
26079,10
26080,73
26081,1
26082,2
26083,2
26084,24
26085,10
26086,69
26087,7
26088,4
26089,30
26090,15
26091,82
26092,3
26093,23
26094,5
26095,12
26096,50
26097,3
26098,13
26099,61
26100,61
26101,1
26102,55
26103,1
26104,15
26105,2
26106,2
26107,21
26108,3
26109,37
26110,69
26111,1
26112,2
26113,14
26114,74
26115,40
26116,2
26117,15
26118,59
26119,72
26120,4
26121,48
26122,18
26123,71
26124,2
26125,2
26126,18
26127,4
26128,3
26129,18
26130,69
26131,3
26132,31
26133,42
26134,1
26135,31
26136,4
26137,1
26138,2
26139,25
26140,16
26141,1
26142,3
26143,2
26144,19
26145,18
26146,1
26147,2
26148,17
26149,63
26150,71
26151,44
26152,1
26153,16
26154,4
26155,5
26156,33
26157,5
26158,1
26159,1
26160,27
26161,22
26162,3
26163,59
26164,2
26165,24
26166,1
26167,30
26168,66
26169,2
26170,7
26171,55
26172,1
26173,17
26174,68
26175,80
26176,1
26177,40
26178,1
26179,19
26180,9
26181,22
26182,3
26183,36
26184,2
26185,21
26186,2
26187,65
26188,5
26189,22
26190,4
26191,3
26192,20
26193,59
26194,19
26195,9
26196,3
26197,21
26198,69
26199,1
26200,34
26201,1
26202,11
26203,78
26204,2
26205,21
26206,4
26207,49
26208,80
26209,43
26210,5
26211,30
26212,3
26213,64
26214,3
26215,21
26216,61
26217,6
26218,4
26219,28
26220,74
26221,1
26222,2
26223,17
26224,80
26225,33
26226,3
26227,18
26228,4
26229,80
26230,3
26231,2
26232,4
26233,17
26234,67
26235,33
26236,15
26237,3
26238,55
26239,82
26240,2
26241,3
26242,58
26243,16
26244,60
26245,3
26246,64
26247,1
26248,18
26249,66
26250,1
26251,38
26252,2
26253,54
26254,2
26255,12
26256,2
26257,19
26258,1
26259,17
26260,81
26261,1
26262,54
26263,4
26264,15
26265,2
26266,59
26267,26
26268,3
26269,2
26270,8
26271,5
26272,26
26273,69
26274,6
26275,37
26276,2
26277,25
26278,2
26279,28
26280,2
26281,1
26282,2
26283,21
26284,2
26285,1
26286,25
26287,54
26288,74
26289,1
26290,1
26291,22
26292,1
26293,2
26294,12
26295,26
26296,59
26297,2
26298,1
26299,27
26300,1
26301,52
26302,17
26303,2
26304,69
26305,2
26306,3
26307,21
26308,60
26309,76
26310,14
26311,65
26312,60
26313,2
26314,15
26315,69
26316,2
26317,1
26318,19
26319,1
26320,43
26321,81
26322,5
26323,19
26324,2
26325,58
26326,30
26327,64
26328,37
26329,13
26330,1
26331,52
26332,26
26333,39
26334,78
26335,1
26336,17
26337,60
26338,10
26339,4
26340,55
26341,76
26342,2
26343,15
26344,52
26345,2
26346,48
26347,3
26348,22
26349,1
26350,3
26351,20
26352,3
26353,55
26354,2
26355,24
26356,3
26357,1
26358,17
26359,1
26360,2
26361,44
26362,10
26363,3
26364,46
26365,70
26366,2
26367,33
26368,17
26369,4
26370,66
26371,77
26372,1
26373,28
26374,41
26375,17
26376,5
26377,35
26378,2
26379,18
26380,4
26381,78
26382,6
26383,1
26384,18
26385,6
26386,65
26387,74
26388,2
26389,9
26390,39
26391,1
26392,21
26393,2
26394,4
26395,52
26396,14
26397,5
26398,63
26399,1
26400,22
26401,55
26402,1
26403,20
26404,64
26405,73
26406,4
26407,9
26408,1
26409,33
26410,3
26411,10
26412,2
26413,39
26414,3
26415,1
26416,2
26417,15
26418,2
26419,4
26420,13
26421,7
26422,2
26423,20
26424,47
26425,6
26426,19
26427,2
26428,64
26429,2
26430,19
26431,81
26432,3
26433,2
26434,11
26435,1
26436,1
26437,35
26438,74
26439,4
26440,4
26441,40
26442,1
26443,42
26444,1
26445,1
26446,21
26447,52
26448,5
26449,24
26450,2
26451,3
26452,40
26453,2
26454,19
26455,8
26456,81
26457,2
26458,2
26459,42
26460,2
26461,24
26462,2
26463,66
26464,2
26465,6
26466,2
26467,38
26468,1
26469,6
26470,24
26471,1
26472,48
26473,1
26474,22
26475,2
26476,3
26477,18
26478,2
26479,3
26480,18
26481,6
26482,65
26483,5
26484,16
26485,8
26486,23
26487,1
26488,21
26489,8
26490,22
26491,5
26492,1
26493,4
26494,36
26495,4
26496,2
26497,23
26498,1
26499,13
26500,2
26501,3
26502,17
26503,1
26504,21
26505,1
26506,2
26507,20
26508,2
26509,4
26510,16
26511,10
26512,2
26513,1
26514,35
26515,2
26516,29
26517,1
26518,3
26519,21
26520,2
26521,15
26522,4
26523,3
26524,1
26525,18
26526,32
26527,61
26528,3
26529,2
26530,24
26531,72
26532,2
26533,2
26534,70
26535,3
26536,62
26537,4
26538,18
26539,1
26540,2
26541,2
26542,19
26543,66
26544,2
26545,2
26546,17
26547,8
26548,64
26549,1
26550,45
26551,2
26552,26
26553,1
26554,43
26555,2
26556,5
26557,39
26558,6
26559,5
26560,34
26561,1
26562,2
26563,21
26564,2
26565,3
26566,2
26567,19
26568,80
26569,1
26570,3
26571,25
26572,3
26573,18
26574,2
26575,1
26576,2
26577,24
26578,30
26579,4
26580,58
26581,8
26582,1
26583,36
26584,5
26585,30
26586,2
26587,19
26588,2
26589,18
26590,51
26591,53
26592,19
26593,2
26594,3
26595,1
26596,21
26597,4
26598,3
26599,2
26600,36
26601,1
26602,7
26603,28
26604,5
26605,2
26606,21
26607,2
26608,9
26609,62
26610,21
26611,8
26612,8
26613,11
26614,2
26615,33
26616,2
26617,1
26618,18
26619,70
26620,6
26621,2
26622,20
26623,2
26624,1
26625,2
26626,21
26627,2
26628,64
26629,3
26630,2
26631,41
26632,10
26633,1
26634,1
26635,20
26636,3
26637,1
26638,2
26639,16
26640,3
26641,51
26642,1
26643,19
26644,6
26645,12
26646,3
26647,54
26648,2
26649,50
26650,25
26651,67
26652,19
26653,6
26654,8
26655,37
26656,70
26657,2
26658,34
26659,2
26660,2
26661,58
26662,13
26663,70
26664,1
26665,7
26666,11
26667,59
26668,19
26669,6
26670,44
26671,3
26672,2
26673,26
26674,35
26675,29
26676,4
26677,43
26678,2
26679,3
26680,27
26681,3
26682,47
26683,1
26684,16
26685,1
26686,25
26687,5
26688,44
26689,6
26690,22
26691,5
26692,67
26693,2
26694,58
26695,14
26696,29
26697,2
26698,6
26699,2
26700,24
26701,58
26702,3
26703,32
26704,1
26705,25
26706,2
26707,18
26708,10
26709,6
26710,27
26711,2
26712,51
26713,2
26714,3
26715,58
26716,3
26717,15
26718,48
26719,15
26720,5
26721,3
26722,42
26723,19
26724,1
26725,9
26726,11
26727,2
26728,38
26729,1
26730,4
26731,2
26732,15
26733,2
26734,2
26735,24
26736,2
26737,20
26738,6
26739,48
26740,1
26741,14
26742,1
26743,2
26744,4
26745,1
26746,17
26747,52
26748,1
26749,15
26750,32
26751,1
26752,1
26753,17
26754,1
26755,29
26756,11
26757,2
26758,49
26759,28
26760,60
26761,74
26762,2
26763,18
26764,50
26765,3
26766,15
26767,3
26768,1
26769,51
26770,36
26771,5
26772,42
26773,2
26774,27
26775,4
26776,3
26777,43
26778,23
26779,11
26780,2
26781,17
26782,2
26783,38
26784,2
26785,17
26786,1
26787,71
26788,2
26789,52
26790,3
26791,24
26792,41
26793,1
26794,3
26795,31
26796,3
26797,3
26798,33
26799,6
26800,2
26801,24
26802,4
26803,20
26804,21
26805,2
26806,11
26807,45
26808,5
26809,4
26810,17
26811,7
26812,79
26813,1
26814,1
26815,23
26816,2
26817,2
26818,44
26819,2
26820,1
26821,54
26822,6
26823,2
26824,58
26825,23
26826,56
26827,19
26828,2
26829,66
26830,1
26831,19
26832,19
26833,79
26834,6
26835,35
26836,30
26837,16
