,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
4750,3,2012-09-02,103.0,70.0,87.0,66.0,73.0,0.0,22.0,556.0,1852.0,moderate,0.0,0.0,29.15,29.85,1.9,16.0,4.3
4751,4,2012-09-02,100.0,75.0,88.0,68.0,74.0,0.0,23.0,608.0,1854.0,moderate,0.0,0.0,29.29,29.96,3.6,18.0,5.6
4753,6,2012-09-02,99.0,74.0,87.0,69.0,75.0,0.0,22.0,608.0,1854.0,BR,0.0,0.0,29.45,29.96,8.6,18.0,8.9
4758,11,2012-09-02,91.0,72.0,82.0,73.0,75.0,0.0,17.0,604.0,1849.0,BR,0.0,0.0,30.01,30.04,2.1,17.0,3.1
4761,14,2012-09-02,102.0,74.0,88.0,61.0,71.0,0.0,23.0,603.0,1858.0,moderate,0.0,0.0,28.53,29.87,6.1,18.0,6.5
4765,18,2012-09-02,100.0,79.0,90.0,67.0,74.0,0.0,25.0,602.0,1852.0,moderate,0.0,0.0,29.41,29.92,7.8,20.0,8.1
4766,19,2012-09-02,80.0,69.0,75.0,64.0,67.0,0.0,10.0,517.0,1827.0,moderate,0.0,0.0,29.21,29.96,8.6,6.0,10.1
4769,2,2012-09-03,74.0,57.0,66.0,56.0,60.0,0.0,1.0,514.0,1818.0,FG+,0.0,0.0,29.1,30.19,3.0,13.0,5.7
4770,3,2012-09-03,104.0,75.0,90.0,65.0,73.0,0.0,25.0,556.0,1850.0,moderate,0.0,0.0,29.12,29.82,5.8,18.0,6.5
4771,4,2012-09-03,101.0,75.0,88.0,68.0,74.0,0.0,23.0,609.0,1853.0,moderate,0.0,0.0,29.26,29.92,3.5,18.0,6.1
4773,6,2012-09-03,99.0,73.0,86.0,69.0,74.0,0.0,21.0,608.0,1852.0,moderate,0.0,0.0,29.41,29.92,8.1,18.0,8.4
4778,11,2012-09-03,92.0,73.0,83.0,72.0,74.0,0.0,18.0,604.0,1847.0,TS,0.0,0.0,29.98,30.01,2.1,17.0,3.0
4781,14,2012-09-03,104.0,79.0,92.0,62.0,72.0,0.0,27.0,604.0,1856.0,moderate,0.0,0.0,28.51,29.84,6.4,19.0,7.7
4782,15,2012-09-03,78.0,58.0,68.0,56.0,60.0,0.0,3.0,512.0,1818.0,moderate,0.0,0.0,29.8,30.18,2.2,14.0,3.8
4785,18,2012-09-03,100.0,79.0,90.0,65.0,73.0,0.0,25.0,603.0,1851.0,moderate,0.0,0.0,29.39,29.89,6.6,19.0,7.5
4786,19,2012-09-03,83.0,67.0,75.0,68.0,70.0,0.0,10.0,518.0,1825.0,BR,0.0,0.41,29.18,29.91,2.4,10.0,4.3
4789,2,2012-09-04,72.0,61.0,67.0,65.0,66.0,0.0,2.0,516.0,1817.0,RA FG+ BR,0.0,0.63,28.98,30.03,4.6,17.0,5.8
4790,3,2012-09-04,104.0,81.0,93.0,64.0,73.0,0.0,28.0,557.0,1849.0,moderate,0.0,0.0,29.09,29.79,5.8,18.0,6.5
4791,4,2012-09-04,103.0,76.0,90.0,67.0,74.0,0.0,25.0,609.0,1852.0,moderate,0.0,0.0,29.21,29.88,4.8,18.0,6.7
4793,6,2012-09-04,101.0,74.0,88.0,68.0,74.0,0.0,23.0,609.0,1851.0,HZ,0.0,0.0,29.37,29.88,9.6,18.0,10.2
4798,11,2012-09-04,92.0,72.0,82.0,72.0,74.0,0.0,17.0,605.0,1846.0,moderate,0.0,0.0,29.95,29.98,2.3,21.0,3.4
4801,14,2012-09-04,104.0,78.0,91.0,61.0,70.0,0.0,26.0,605.0,1855.0,moderate,0.0,0.0,28.49,29.81,4.0,18.0,6.8
4802,15,2012-09-04,65.0,59.0,62.0,61.0,62.0,3.0,0.0,513.0,1816.0,RA FG BR,0.0,0.45,29.68,30.03,0.7,14.0,1.0
4805,18,2012-09-04,101.0,80.0,91.0,66.0,74.0,0.0,26.0,604.0,1850.0,moderate,0.0,0.0,29.34,29.85,8.1,18.0,9.0
4806,19,2012-09-04,85.0,65.0,75.0,68.0,70.0,0.0,10.0,519.0,1823.0,TS TSRA BR,0.0,0.52,29.11,29.87,3.0,16.0,7.9
4809,2,2012-09-05,79.0,66.0,73.0,67.0,69.0,0.0,8.0,517.0,1815.0,TSRA RA BR VCTS,0.0,0.79,28.73,29.8,5.9,24.0,8.5
4810,3,2012-09-05,103.0,74.0,89.0,67.0,74.0,0.0,24.0,558.0,1847.0,TS,0.0,0.04,29.09,29.79,1.4,11.0,3.7
4811,4,2012-09-05,103.0,76.0,90.0,66.0,73.0,0.0,25.0,610.0,1850.0,moderate,0.0,0.0,29.18,29.84,2.9,15.0,5.7
4813,6,2012-09-05,101.0,74.0,88.0,67.0,74.0,0.0,23.0,610.0,1850.0,moderate,0.0,0.0,29.34,29.84,6.9,18.0,7.7
4818,11,2012-09-05,91.0,71.0,81.0,72.0,75.0,0.0,16.0,605.0,1845.0,BR,0.0,0.0,29.91,29.94,3.0,14.0,4.3
4821,14,2012-09-05,102.0,75.0,89.0,64.0,72.0,0.0,24.0,605.0,1853.0,TSRA,0.0,0.02,28.48,29.81,1.4,7.0,7.4
4822,15,2012-09-05,80.0,64.0,72.0,66.0,68.0,0.0,7.0,514.0,1814.0,RA BR,0.0,0.0,29.39,29.76,2.6,29.0,5.6
4825,18,2012-09-05,102.0,81.0,92.0,63.0,73.0,0.0,27.0,604.0,1849.0,moderate,0.0,0.0,29.31,29.82,7.0,18.0,7.8
4829,2,2012-09-06,77.0,62.0,70.0,63.0,65.0,0.0,5.0,518.0,1813.0,moderate,0.0,0.0,28.82,29.89,4.3,22.0,5.7
4830,3,2012-09-06,98.0,77.0,88.0,68.0,74.0,0.0,23.0,559.0,1846.0,moderate,0.0,0.0,29.13,29.82,1.9,21.0,5.4
4831,4,2012-09-06,102.0,74.0,88.0,66.0,73.0,0.0,23.0,610.0,1849.0,moderate,0.0,0.0,29.21,29.87,1.8,16.0,3.7
4833,6,2012-09-06,101.0,70.0,86.0,68.0,73.0,0.0,21.0,610.0,1849.0,moderate,0.0,0.0,29.36,29.86,2.7,17.0,4.2
4842,15,2012-09-06,77.0,64.0,71.0,65.0,66.0,0.0,6.0,515.0,1813.0,RA BR,0.0,0.07,29.49,29.86,1.0,18.0,1.9
4845,18,2012-09-06,105.0,80.0,93.0,62.0,72.0,0.0,28.0,605.0,1847.0,moderate,0.0,0.0,29.34,29.85,3.0,15.0,5.6
4846,19,2012-09-06,81.0,65.0,73.0,62.0,66.0,0.0,8.0,521.0,1820.0,moderate,0.0,0.0,29.16,29.89,1.6,2.0,5.5
4850,3,2012-09-07,103.0,64.0,84.0,65.0,70.0,0.0,19.0,560.0,1844.0,TS TSRA BR,0.0,0.07,29.15,29.83,1.7,35.0,12.3
4851,4,2012-09-07,103.0,75.0,89.0,64.0,72.0,0.0,24.0,611.0,1848.0,moderate,0.0,0.0,29.16,29.83,1.1,16.0,3.0
4853,6,2012-09-07,102.0,71.0,87.0,66.0,72.0,0.0,22.0,611.0,1847.0,moderate,0.0,0.0,29.31,29.82,3.7,18.0,4.3
4858,11,2012-09-07,91.0,72.0,82.0,73.0,75.0,0.0,17.0,607.0,1843.0,RA BR,0.0,0.06,29.91,29.93,2.7,20.0,4.2
4862,15,2012-09-07,86.0,60.0,73.0,62.0,66.0,0.0,8.0,516.0,1811.0,FG+ BR,0.0,0.0,29.52,29.89,1.4,24.0,2.1
4865,18,2012-09-07,104.0,80.0,92.0,62.0,72.0,0.0,27.0,606.0,1846.0,BLDU,0.0,0.0,29.32,29.81,3.0,17.0,7.9
4866,19,2012-09-07,77.0,57.0,67.0,60.0,62.0,0.0,2.0,522.0,1818.0,RA BR,0.0,0.19,29.1,29.84,3.6,35.0,5.8
4869,2,2012-09-08,78.0,60.0,69.0,66.0,68.0,0.0,4.0,520.0,1810.0,RA BR,0.0,0.54,28.72,29.77,12.6,20.0,14.7
4870,3,2012-09-08,83.0,56.0,70.0,51.0,59.0,0.0,5.0,600.0,1843.0,moderate,0.0,0.0,29.36,30.07,6.3,36.0,7.1
4871,4,2012-09-08,89.0,73.0,81.0,55.0,65.0,0.0,16.0,611.0,1847.0,moderate,0.0,0.0,29.32,29.97,6.3,1.0,7.8
4873,6,2012-09-08,89.0,65.0,77.0,57.0,66.0,0.0,12.0,611.0,1846.0,moderate,0.0,0.0,29.47,29.96,12.2,36.0,13.5
4878,11,2012-09-08,92.0,72.0,82.0,74.0,75.0,0.0,17.0,607.0,1841.0,RA BR,0.0,0.1,29.83,29.87,4.3,22.0,5.1
4881,14,2012-09-08,83.0,59.0,71.0,46.0,57.0,0.0,6.0,608.0,1849.0,moderate,0.0,0.0,28.76,30.11,10.3,36.0,10.4
4882,15,2012-09-08,84.0,61.0,73.0,65.0,67.0,0.0,8.0,517.0,1809.0,RA BR,0.0,0.34,29.39,29.73,7.2,17.0,8.6
4885,18,2012-09-08,87.0,67.0,77.0,52.0,62.0,0.0,12.0,606.0,1845.0,RA,0.0,0.01,29.54,30.03,12.3,2.0,12.7
4886,19,2012-09-08,70.0,52.0,61.0,50.0,55.0,4.0,0.0,523.0,1816.0,RA BR,0.0,0.26,29.12,29.86,8.9,30.0,9.4
4890,3,2012-09-09,89.0,56.0,73.0,50.0,60.0,0.0,8.0,601.0,1841.0,moderate,0.0,0.0,29.36,30.07,3.5,2.0,5.2
4891,4,2012-09-09,93.0,67.0,80.0,42.0,59.0,0.0,15.0,612.0,1845.0,moderate,0.0,0.0,29.39,30.05,3.1,1.0,4.4
4893,6,2012-09-09,92.0,55.0,74.0,48.0,59.0,0.0,9.0,612.0,1845.0,moderate,0.0,0.0,29.54,30.05,3.8,2.0,4.6
4898,11,2012-09-09,88.0,73.0,81.0,73.0,75.0,0.0,16.0,608.0,1840.0,RA BR,0.0,0.18,29.81,29.87,4.0,28.0,5.4
4901,14,2012-09-09,91.0,50.0,71.0,42.0,57.0,0.0,6.0,608.0,1848.0,HZ,0.0,0.0,28.72,30.08,1.8,2.0,4.6
4902,15,2012-09-09,75.0,52.0,64.0,53.0,57.0,1.0,0.0,519.0,1807.0,RA,0.0,0.05,29.42,29.81,2.3,31.0,2.6
4905,18,2012-09-09,90.0,59.0,75.0,50.0,61.0,0.0,10.0,607.0,1843.0,moderate,0.0,0.0,29.57,30.07,1.9,4.0,2.4
4906,19,2012-09-09,69.0,53.0,61.0,50.0,55.0,4.0,0.0,524.0,1814.0,moderate,0.0,0.0,29.34,30.05,6.1,1.0,7.4
4909,2,2012-09-10,66.0,50.0,58.0,44.0,51.0,7.0,0.0,522.0,1806.0,moderate,0.0,0.0,28.86,29.97,10.9,33.0,11.4
4910,3,2012-09-10,91.0,54.0,73.0,52.0,61.0,0.0,8.0,602.0,1840.0,moderate,0.0,0.0,29.33,30.04,3.7,14.0,4.9
4911,4,2012-09-10,95.0,61.0,78.0,46.0,60.0,0.0,13.0,613.0,1844.0,moderate,0.0,0.0,29.36,30.03,0.7,10.0,2.9
4913,6,2012-09-10,93.0,52.0,73.0,49.0,60.0,0.0,8.0,612.0,1844.0,moderate,0.0,0.0,29.52,30.03,1.5,12.0,3.7
4918,11,2012-09-10,85.0,68.0,77.0,66.0,69.0,0.0,12.0,608.0,1839.0,moderate,0.0,0.0,29.98,30.02,6.2,4.0,7.0
4921,14,2012-09-10,94.0,57.0,76.0,44.0,58.0,0.0,11.0,609.0,1846.0,moderate,0.0,0.0,28.67,30.03,4.0,17.0,5.3
4922,15,2012-09-10,67.0,48.0,58.0,46.0,52.0,7.0,0.0,520.0,1806.0,moderate,0.0,0.0,29.57,29.96,8.3,31.0,8.5
4925,18,2012-09-10,92.0,63.0,78.0,49.0,62.0,0.0,13.0,608.0,1842.0,moderate,0.0,0.0,29.53,30.04,3.9,14.0,4.4
4926,19,2012-09-10,75.0,55.0,65.0,51.0,57.0,0.0,0.0,525.0,1813.0,moderate,0.0,0.0,29.39,30.13,6.3,19.0,7.7
4929,2,2012-09-11,69.0,46.0,58.0,43.0,50.0,7.0,0.0,523.0,1805.0,moderate,0.0,0.0,29.1,30.21,7.0,29.0,8.4
4930,3,2012-09-11,92.0,67.0,80.0,54.0,64.0,0.0,15.0,603.0,1839.0,moderate,0.0,0.0,29.28,29.99,12.1,17.0,12.3
4931,4,2012-09-11,93.0,64.0,79.0,58.0,66.0,0.0,14.0,613.0,1843.0,moderate,0.0,0.0,29.34,30.01,2.2,13.0,3.2
4933,6,2012-09-11,94.0,56.0,75.0,58.0,65.0,0.0,10.0,613.0,1843.0,moderate,0.0,0.0,29.49,30.01,3.1,14.0,3.9
4938,11,2012-09-11,86.0,65.0,76.0,64.0,68.0,0.0,11.0,609.0,1838.0,moderate,0.0,0.0,30.09,30.15,7.1,7.0,7.4
4941,14,2012-09-11,93.0,56.0,75.0,46.0,59.0,0.0,10.0,610.0,1845.0,moderate,0.0,0.0,28.62,29.97,12.1,17.0,12.7
4942,15,2012-09-11,74.0,40.0,57.0,43.0,50.0,8.0,0.0,521.0,1804.0,moderate,0.0,0.0,29.78,30.19,3.2,30.0,4.1
4945,18,2012-09-11,92.0,71.0,82.0,52.0,64.0,0.0,17.0,608.0,1841.0,moderate,0.0,0.0,29.51,30.02,9.5,16.0,10.5
4946,19,2012-09-11,83.0,58.0,71.0,52.0,60.0,0.0,6.0,527.0,1811.0,moderate,0.0,0.0,29.31,30.06,11.9,21.0,12.4
4949,2,2012-09-12,75.0,54.0,65.0,49.0,56.0,0.0,0.0,524.0,1803.0,moderate,0.0,0.0,29.23,30.34,5.7,26.0,6.9
4950,3,2012-09-12,91.0,70.0,81.0,57.0,66.0,0.0,16.0,603.0,1837.0,moderate,0.0,0.0,29.29,29.99,13.0,17.0,13.5
4953,6,2012-09-12,97.0,71.0,84.0,69.0,73.0,0.0,19.0,613.0,1841.0,moderate,0.0,0.0,29.46,29.97,6.3,15.0,6.8
4958,11,2012-09-12,85.0,70.0,78.0,68.0,71.0,0.0,13.0,609.0,1836.0,RA,0.0,0.79,30.14,30.17,7.6,5.0,9.1
4961,14,2012-09-12,93.0,66.0,80.0,56.0,65.0,0.0,15.0,611.0,1844.0,moderate,0.0,0.0,28.62,29.96,13.0,17.0,13.4
4962,15,2012-09-12,78.0,40.0,59.0,48.0,53.0,6.0,0.0,522.0,1802.0,moderate,0.0,0.0,29.93,30.32,1.2,16.0,1.9
4965,18,2012-09-12,96.0,71.0,84.0,61.0,69.0,0.0,19.0,609.0,1839.0,moderate,0.0,0.0,29.48,29.99,9.2,15.0,9.9
4966,19,2012-09-12,86.0,64.0,75.0,56.0,63.0,0.0,10.0,528.0,1809.0,moderate,0.0,0.0,29.36,30.08,7.2,21.0,11.8
4969,2,2012-09-13,78.0,56.0,67.0,56.0,60.0,0.0,2.0,525.0,1801.0,moderate,0.0,0.0,29.24,30.33,8.5,24.0,8.8
4971,4,2012-09-13,87.0,71.0,79.0,71.0,73.0,0.0,14.0,614.0,1840.0,TS TSRA RA,0.0,0.38,29.39,30.04,1.9,14.0,4.8
4973,6,2012-09-13,86.0,72.0,79.0,72.0,73.0,0.0,14.0,614.0,1840.0,TS TSRA RA HZ,0.0,0.08,29.54,30.04,3.2,13.0,7.3
4978,11,2012-09-13,81.0,71.0,76.0,70.0,72.0,0.0,11.0,610.0,1835.0,RA BR,0.0,2.35,30.11,30.15,4.8,4.0,7.5
4981,14,2012-09-13,77.0,58.0,68.0,55.0,59.0,0.0,3.0,611.0,1842.0,TS RA BR,0.0,0.77,28.8,30.15,13.1,36.0,14.4
4982,15,2012-09-13,83.0,46.0,65.0,54.0,58.0,0.0,0.0,523.0,1800.0,FG+ BR,0.0,0.0,29.92,30.29,1.5,19.0,1.9
4985,18,2012-09-13,87.0,73.0,80.0,66.0,71.0,0.0,15.0,610.0,1838.0,TSRA,0.0,0.02,29.57,30.06,1.2,32.0,10.5
4986,19,2012-09-13,64.0,53.0,59.0,49.0,53.0,6.0,0.0,529.0,1807.0,RA BR,0.0,0.19,29.54,30.28,6.8,34.0,7.6
4989,2,2012-09-14,78.0,59.0,69.0,59.0,62.0,0.0,4.0,526.0,1759.0,moderate,0.0,0.0,29.11,30.18,8.9,23.0,9.7
4990,3,2012-09-14,62.0,57.0,60.0,59.0,59.0,5.0,0.0,605.0,1834.0,RA DZ BR,0.0,0.54,29.49,30.21,8.9,36.0,9.0
4991,4,2012-09-14,72.0,66.0,69.0,65.0,66.0,0.0,4.0,615.0,1839.0,RA BR,0.0,0.83,29.49,30.16,3.3,35.0,4.9
4993,6,2012-09-14,72.0,67.0,70.0,66.0,67.0,0.0,5.0,614.0,1839.0,RA BR,0.0,1.41,29.64,30.15,8.0,36.0,8.2
4998,11,2012-09-14,85.0,72.0,79.0,72.0,73.0,0.0,14.0,610.0,1834.0,RA,0.0,0.16,30.06,30.1,6.6,5.0,7.8
5002,15,2012-09-14,83.0,50.0,67.0,56.0,60.0,0.0,2.0,524.0,1758.0,FG+ BR,0.0,0.0,29.79,30.15,2.3,17.0,3.0
5005,18,2012-09-14,73.0,65.0,69.0,62.0,64.0,0.0,4.0,610.0,1837.0,RA DZ,0.0,0.03,29.67,30.17,8.2,34.0,8.4
5006,19,2012-09-14,75.0,50.0,63.0,46.0,54.0,2.0,0.0,530.0,1806.0,moderate,0.0,0.0,29.54,30.29,4.2,29.0,5.6
5009,2,2012-09-15,68.0,50.0,59.0,50.0,55.0,6.0,0.0,527.0,1758.0,RA BR,0.0,0.08,28.97,30.05,10.1,29.0,10.8
5010,3,2012-09-15,74.0,62.0,68.0,64.0,65.0,0.0,3.0,606.0,1833.0,RA DZ BR,0.0,0.04,29.39,30.12,3.2,32.0,3.3
5011,4,2012-09-15,81.0,66.0,74.0,63.0,67.0,0.0,9.0,615.0,1838.0,moderate,0.0,0.0,29.44,30.14,1.7,35.0,2.6
5013,6,2012-09-15,79.0,67.0,73.0,64.0,67.0,0.0,8.0,615.0,1838.0,moderate,0.0,0.0,29.6,30.13,4.7,2.0,5.8
5022,15,2012-09-15,72.0,44.0,58.0,49.0,54.0,7.0,0.0,525.0,1757.0,RA BR,0.0,0.03,29.65,30.03,5.3,31.0,6.6
5025,18,2012-09-15,78.0,64.0,71.0,59.0,63.0,0.0,6.0,611.0,1835.0,moderate,0.0,0.0,29.62,30.14,5.5,32.0,6.0
5026,19,2012-09-15,74.0,50.0,62.0,51.0,57.0,3.0,0.0,531.0,1804.0,moderate,0.0,0.0,29.44,30.21,5.0,17.0,6.2
5029,2,2012-09-16,67.0,48.0,58.0,44.0,50.0,7.0,0.0,528.0,1756.0,moderate,0.0,0.0,28.97,30.06,8.0,29.0,8.3
5031,4,2012-09-16,73.0,65.0,69.0,65.0,66.0,0.0,4.0,616.0,1837.0,RA FG BR,0.0,2.27,29.33,30.03,1.2,1.0,2.0
5033,6,2012-09-16,72.0,66.0,69.0,65.0,67.0,0.0,4.0,616.0,1836.0,RA BR,0.0,1.29,29.48,30.02,4.2,1.0,5.0
5041,14,2012-09-16,77.0,58.0,68.0,59.0,62.0,0.0,3.0,614.0,1838.0,BR,0.0,0.0,28.63,30.01,3.7,18.0,4.1
5042,15,2012-09-16,69.0,37.0,53.0,39.0,46.0,12.0,0.0,526.0,1755.0,moderate,0.0,0.0,29.67,30.04,3.7,31.0,4.4
5045,18,2012-09-16,70.0,66.0,68.0,63.0,65.0,0.0,3.0,611.0,1834.0,RA BR,0.0,0.26,29.5,30.03,0.8,22.0,2.6
5046,19,2012-09-16,76.0,55.0,66.0,47.0,55.0,0.0,1.0,532.0,1802.0,moderate,0.0,0.0,29.26,30.03,7.0,23.0,7.5
5049,2,2012-09-17,72.0,48.0,60.0,49.0,54.0,5.0,0.0,529.0,1754.0,moderate,0.0,0.0,28.98,30.08,5.9,25.0,6.8
5051,4,2012-09-17,85.0,65.0,75.0,64.0,68.0,0.0,10.0,616.0,1835.0,BR,0.0,0.0,29.18,29.87,0.4,34.0,1.7
5058,11,2012-09-17,88.0,69.0,79.0,71.0,73.0,0.0,14.0,612.0,1830.0,moderate,0.0,0.43,29.95,29.98,5.1,15.0,5.7
5061,14,2012-09-17,82.0,57.0,70.0,59.0,63.0,0.0,5.0,614.0,1836.0,FG+ BCFG BR,0.0,0.0,28.54,29.89,2.0,2.0,6.1
5062,15,2012-09-17,76.0,35.0,56.0,45.0,50.0,9.0,0.0,527.0,1753.0,moderate,0.0,0.0,29.68,30.06,1.0,15.0,1.9
5065,18,2012-09-17,83.0,67.0,75.0,63.0,67.0,0.0,10.0,612.0,1833.0,BR,0.0,0.0,29.34,29.86,1.1,1.0,3.7
5066,19,2012-09-17,77.0,51.0,64.0,53.0,57.0,1.0,0.0,533.0,1758.0,TSRA RA BR,0.0,0.39,29.09,29.84,6.5,26.0,10.0
5069,2,2012-09-18,70.0,56.0,63.0,61.0,62.0,2.0,0.0,530.0,1752.0,RA BR,0.0,1.42,28.84,29.88,13.4,19.0,14.6
5070,3,2012-09-18,77.0,52.0,65.0,49.0,56.0,0.0,0.0,608.0,1828.0,TSRA,0.0,0.18,29.34,30.05,3.9,3.0,7.3
5071,4,2012-09-18,87.0,66.0,77.0,64.0,68.0,0.0,12.0,617.0,1834.0,moderate,0.0,0.0,29.31,29.99,2.0,36.0,3.1
5073,6,2012-09-18,86.0,64.0,75.0,64.0,68.0,0.0,10.0,617.0,1834.0,moderate,0.0,0.0,29.47,29.98,4.9,2.0,5.8
5078,11,2012-09-18,78.0,72.0,75.0,72.0,73.0,0.0,10.0,613.0,1829.0,RA BR,0.0,0.53,29.83,29.87,8.0,20.0,8.5
5081,14,2012-09-18,79.0,56.0,68.0,46.0,55.0,0.0,3.0,615.0,1835.0,moderate,0.0,0.0,28.7,30.06,5.1,2.0,8.5
5082,15,2012-09-18,71.0,49.0,60.0,59.0,60.0,5.0,0.0,528.0,1751.0,RA BR,0.0,0.63,29.52,29.86,8.0,15.0,8.3
5085,18,2012-09-18,84.0,63.0,74.0,52.0,61.0,0.0,9.0,613.0,1831.0,moderate,0.0,0.0,29.51,30.01,6.8,1.0,7.6
5089,2,2012-09-19,67.0,52.0,60.0,45.0,52.0,5.0,0.0,531.0,1751.0,RA BR,0.0,0.01,28.86,29.99,9.0,31.0,11.0
5090,3,2012-09-19,84.0,59.0,72.0,48.0,58.0,0.0,7.0,609.0,1827.0,moderate,0.0,0.0,29.28,30.0,12.5,18.0,10.6
5091,4,2012-09-19,88.0,61.0,75.0,56.0,63.0,0.0,10.0,618.0,1833.0,moderate,0.0,0.0,29.39,30.06,1.1,6.0,2.4
5093,6,2012-09-19,87.0,59.0,73.0,58.0,64.0,0.0,8.0,617.0,1833.0,moderate,0.0,0.0,29.54,30.06,1.1,2.0,1.8
5098,11,2012-09-19,87.0,72.0,80.0,71.0,73.0,0.0,15.0,613.0,1827.0,BR,0.0,0.0,29.91,29.97,1.6,30.0,2.8
5101,14,2012-09-19,87.0,54.0,71.0,48.0,58.0,0.0,6.0,616.0,1833.0,moderate,0.0,0.0,28.64,30.0,12.4,19.0,12.8
5105,18,2012-09-19,88.0,59.0,74.0,48.0,59.0,0.0,9.0,613.0,1830.0,moderate,0.0,0.0,29.54,30.06,6.2,15.0,7.4
5106,19,2012-09-19,72.0,39.0,56.0,40.0,49.0,9.0,0.0,535.0,1755.0,RA,0.0,0.05,29.13,29.89,12.8,20.0,13.8
5109,2,2012-09-20,64.0,46.0,55.0,42.0,48.0,10.0,0.0,532.0,1749.0,moderate,0.0,0.0,29.11,30.21,4.5,7.0,6.0
5110,3,2012-09-20,86.0,64.0,75.0,55.0,63.0,0.0,10.0,610.0,1825.0,moderate,0.0,0.0,29.23,29.94,2.9,16.0,5.8
5111,4,2012-09-20,90.0,63.0,77.0,61.0,66.0,0.0,12.0,618.0,1832.0,BR,0.0,0.0,29.34,30.02,1.0,19.0,2.1
5113,6,2012-09-20,89.0,59.0,74.0,62.0,66.0,0.0,9.0,618.0,1831.0,BR,0.0,0.0,29.49,30.02,2.7,18.0,3.5
5118,11,2012-09-20,82.0,72.0,77.0,72.0,73.0,0.0,12.0,614.0,1826.0,TS TSRA RA BR,0.0,0.94,29.99,30.03,3.5,4.0,4.7
5121,14,2012-09-20,93.0,59.0,76.0,53.0,62.0,0.0,11.0,617.0,1832.0,moderate,0.0,0.0,28.57,29.93,7.2,19.0,8.0
5122,15,2012-09-20,67.0,34.0,51.0,40.0,45.0,14.0,0.0,531.0,1748.0,BR,0.0,0.0,29.85,30.23,1.0,15.0,2.4
5125,18,2012-09-20,94.0,64.0,79.0,53.0,64.0,0.0,14.0,614.0,1828.0,moderate,0.0,0.0,29.47,29.98,7.7,17.0,8.2
5126,19,2012-09-20,69.0,50.0,60.0,37.0,49.0,5.0,0.0,536.0,1753.0,moderate,0.0,0.0,29.13,29.87,7.5,27.0,7.9
5129,2,2012-09-21,65.0,47.0,56.0,48.0,51.0,9.0,0.0,533.0,1747.0,FG+,0.0,0.0,29.04,30.12,3.4,7.0,4.5
5131,4,2012-09-21,91.0,62.0,77.0,55.0,64.0,0.0,12.0,619.0,1830.0,moderate,0.0,0.0,29.29,29.97,0.8,14.0,1.7
5133,6,2012-09-21,90.0,56.0,73.0,57.0,63.0,0.0,8.0,618.0,1830.0,moderate,0.0,0.0,29.45,29.97,1.6,16.0,3.0
5138,11,2012-09-21,85.0,71.0,78.0,71.0,73.0,0.0,13.0,614.0,1825.0,BR,0.0,0.0,29.98,30.01,4.0,6.0,4.8
5141,14,2012-09-21,95.0,67.0,81.0,53.0,64.0,0.0,16.0,617.0,1830.0,moderate,0.0,0.0,28.55,29.89,1.6,24.0,7.6
5142,15,2012-09-21,67.0,39.0,53.0,46.0,49.0,12.0,0.0,532.0,1746.0,FG+,0.0,0.0,29.77,30.13,1.3,11.0,2.0
5145,18,2012-09-21,95.0,70.0,83.0,52.0,64.0,0.0,18.0,615.0,1827.0,moderate,0.0,0.0,29.43,29.94,5.7,18.0,6.4
5146,19,2012-09-21,58.0,49.0,54.0,44.0,49.0,11.0,0.0,537.0,1751.0,RA,0.0,0.1,29.1,29.85,7.7,24.0,8.1
5149,2,2012-09-22,72.0,51.0,62.0,56.0,58.0,3.0,0.0,534.0,1745.0,RA FG BR,0.0,0.24,28.86,29.93,4.5,19.0,6.9
5151,4,2012-09-22,90.0,63.0,77.0,60.0,66.0,0.0,12.0,619.0,1829.0,moderate,0.0,0.0,29.38,30.04,0.9,14.0,1.7
5153,6,2012-09-22,90.0,57.0,74.0,60.0,65.0,0.0,9.0,619.0,1829.0,moderate,0.0,0.0,29.54,30.04,0.4,13.0,1.1
5158,11,2012-09-22,88.0,70.0,79.0,70.0,72.0,0.0,14.0,615.0,1824.0,BR,0.0,0.0,29.98,30.02,1.7,6.0,3.8
5161,14,2012-09-22,93.0,67.0,80.0,48.0,61.0,0.0,15.0,618.0,1829.0,moderate,0.0,0.0,28.7,30.02,9.6,6.0,10.4
5162,15,2012-09-22,72.0,43.0,58.0,53.0,56.0,7.0,0.0,533.0,1744.0,RA FG+ BR,0.0,0.12,29.55,29.91,2.1,16.0,3.4
5165,18,2012-09-22,97.0,68.0,83.0,52.0,65.0,0.0,18.0,615.0,1826.0,moderate,0.0,0.0,29.52,30.02,2.4,20.0,3.2
5166,19,2012-09-22,58.0,42.0,50.0,40.0,45.0,15.0,0.0,539.0,1749.0,TS RA GS BR,0.0,0.2,29.26,29.98,8.8,29.0,9.6
5169,2,2012-09-23,64.0,47.0,56.0,46.0,51.0,9.0,0.0,536.0,1744.0,moderate,0.0,0.01,28.87,29.99,9.5,29.0,10.2
5170,3,2012-09-23,79.0,53.0,66.0,47.0,56.0,0.0,1.0,612.0,1821.0,TSRA,0.0,0.01,29.44,30.16,5.9,7.0,6.9
